items.id,items.label,items.authors,items.journal,items.country,items.year,items.date,items.month,items.url
12728,Decays h(+/-)-> W(+/-)h(0)(a(0)) within an extension of the minimal supersymmetric standard model with one complex Higgs triplet,"Barradas-Guevara E, Felix-Beltran O, Hernandez-Sanchez J and Rosado A.","Physical Review: D, particles, fields, gravitation, and cosmology",Estados Unidos de América,2005,Apr 2005,Apr 2005,"<Go to ISI>://000228765400017, 4, , "
12853,Single crystal EPR study of trivalent gadolinium in Cs2NaInCl6 in the 6-300 K interval,"Boldu JL, Gleason RJ, Muñoz E.",Revista Mexicana de Física,México,2005,Apr 2005,Apr 2005,"<Go to ISI>://000228706400013, 0, , "
12745,Electronic and optical properties of InAs(110),"Lopez-Lozano X, Noguez C, Meza-Montes L",Revista Mexicana de Física,México,2005,Apr 2005,Apr 2005,"<Go to ISI>://000228706400009, 0, , "
12891,Thermal dissolution of Eu2+ Suzuki phase nanostructures in KBr crystals monitored by pulsed photoacoustic and photoluminescence techniques,"Mejia-Uriarte EV, Camarillo E, Hernandez AJ, Navarrete M, Villagran-Muniz M, Murrieta SH.",Optical Materials,Holanda,2005,Apr 2005,Apr 2005,"<Go to ISI>://000228791300025, 1, , "
12817,Optical properties of isolated and supported metal nanoparticles,Noguez C.,Optical Materials,Holanda,2005,Apr 2005,Apr 2005,"<Go to ISI>://000228791300003, 32, , "
12866,Study of a bimaterial system by an improved dynamical thermal model,"Oliva AI, Maldonado RD, Ceh O, Corona JE and Riveros HG.",Surface Review and Letters,Estados Unidos de América,2005,Apr 2005,Apr 2005,"<Go to ISI>://000230763800016, 1, , "
12865,Structure and growth mechanism study of wurtzite CdSe nanorods grown by solvothermal techniques,"Pal U, Santiago P, Chavez J, Ascencio JA.",Journal of Nanoscience and Nanotechnology,Estados Unidos de América,2005,Apr 2005,Apr 2005,"<Go to ISI>://000229119800015, 6, , "
12793,Measurement of the effective refractive index of a turbid colloidal suspension using light refraction,"Reyes-Coronado A., Garcia-Valenzuela A., Sanchez-Perez C., Barrera R.G.",New Journal of Physics,Estados Unidos de América,2005,Apr 2005,Apr 2005,"<Go to ISI>://000228538200001, 2, http://www.scopus.com/inward/record.url?eid=2-s2.0-21244459600&partnerID=40, 3"
12828,Pressure dependence of the mean excitation energy of atomic systems,"S.A. Cruz, C. Díaz-García, A.P. Pathak and J. Soullard",Nuclear Instruments & Methods in Physics Research Section B: Beam Interactions with Materials and Atoms,Holanda,2005,Apr 2005,Apr 2005,"<Go to ISI>://000228126500010, 6, , "
12900,Titanium dioxide thin films: the effect of the preparation method in their photocatalytic properties,"Acosta DR, Martinez AI, Lopez AA, Magana CR",Journal of Molecular Catalysis A-Chemical,Estados Unidos de América,2005,mar-05,mar-05,"<Go to ISI>://000226962300023, 6, , "
12826,"Position reconstruction in drift chambers operated with Xe, CO2 (15%)","Adler C, Andronic A, Appelshauser H, Bielcikova J, Blume C, Braun-Munzinger P, Bucher D, Busch O, Catanescu V, Ciolanu M, Daues H, Emschermann D, Fateev O, Foka P, Garabatos C, Gunji T, Herrmann N, Inuzuka M, Ivanov M, Kislov E, Lindenstruth V, Lippmann C, Ludolphs W, Mahmoud T, Petracek V, Petrovici M, Radomski S, Rusanov I, Sandoval A, Santo R, Schicker R, Schwarz K, Simon RS, Smykov L, Soltveit HK, Stachel J, Stelzer H, Tsiledakis G, Vulpescu B, Wessels JP, Windelband B, Yurevich V, Zanevsky Y, Zaudtke O","Nuclear Instruments & Methods in Physics Research Section A: Accelerators, Spectrometers, Detectors and Associated Equipment",Holanda,2005,mar-05,mar-05,"<Go to ISI>://000227896500010, 4, http://www.scopus.com/inward/record.url?eid=2-s2.0-14044264776&partnerID=40, 4"
12809,On the contributions of the electronic polarizability and porosity to the reduction of the refractive index of SiOF films deposited by remote plasma-enhanced chemical vapor deposition,"Alonso JC, Diaz-Bucio XM, Pichardo E, Rodríguez-Fernández L. and Ortiz A.",Thin Solid Films,Estados Unidos de América,2005,mar-05,mar-05,"<Go to ISI>://000226886900045, 2, , "
12842,Relative halide-concentration dependence of the F-centre optical absorption properties in KClxBr(1-x): Eu2+ crystals: influence of Eu2+-cation vacancy dipoles,"Cordero-Borboa AE, Flores CJ, Hernandez JA, Aguilar GS, Murrieta H.",Radiation Effects and Defects in Solids,Estados Unidos de América,2005,mar-05,mar-05,"<Go to ISI>://000230615200006, 1, , "
12847,Role of hydrogen on the deposition and properties of fluorinated silicon-nitride films prepared by inductively coupled plasma enhanced chemical vapor deposition using SiF4/N-2/H-2 mixtures,"Fandino J, Santana G, Rodriguez-Fernandez L, Cheang-Wong JC, Ortiz A and Alonso JC.",Journal of Vacuum Science & Technology A,Estados Unidos de América,2005,mar-05,mar-05,"<Go to ISI>://000227739200005, 4, , "
12755,Eu1.8La0.2BaZnO5: a Rietveld refinement using X-ray powder diffraction,"Hernandez-Perez JA, Villafuerte-Castrejon ME, Bucio L.",Acta Crystallographica Section E-Structure Reports Online,Estados Unidos de América,2005,mar-05,mar-05,"<Go to ISI>://000227377500002, 0, , "
12834,Quantum-mechanical properties of Bessel beams,"Jauregui R, Hacyan S.","Physical Review A: Atomic, Molecular, and Optical Physics",Estados Unidos de América,2005,mar-05,mar-05,"<Go to ISI>://000228632400017, 11, , "
12746,Electronic structure and reflectance anisotropy spectrum of InAs(110),"Lopez-Lozano X, Pulci O, Noguez C, Fleischer K, Del Sole R, Richter W.",Physical Review B,Estados Unidos de América,2005,mar-05,mar-05,"<Go to ISI>://000228923300110, 3, , "
12798,Molecular wave packet interferometry and quantum entanglement,"Martinez-Galicia R, Romero-Rochin V.",Journal of Chemical Physics,Estados Unidos de América,2005,mar-05,mar-05,"<Go to ISI>://000227483300006, 2, , "
12901,Towards the critical behavior for the light nuclei by NIMROD detector,"Ma YG, Natowitz JB, Wada R, Hagel K, Wang J, Keutgen T, Majka Z, Murray M, Qin M, Smith P, Alfaro R, Cibor J, Cinausero M, El Masri Y, Fabris D, Fioretto E, Keksis A, Lunardon M, Makeev A, Marie N, Martin E, Martinez-Davalos A, Menchaca-Rocha A, Nebbia G, Prete G, Rizzi V, Ruangma A, Shettyb DV, Souliotis G, Staszel P, Veselskyb M, Viesti G, Winchester EM and Yennello SJ.",Nuclear Physics A,Estados Unidos de América,2005,mar-05,mar-05,"<Go to ISI>://000227206900014, 1, , "
12788,Kubo formula for Floquet states and photoconductivity oscillations in a two-dimensional electron gas,M. Torres y A. Kunold,Physical Review B,Estados Unidos de América,2005,mar-05,mar-05,"<Go to ISI>://000228065500088, 27, , "
12858,Stark effect on a geometry defined by a cake's slice,"Reyes-Esqueda JA, Mendoza CI, Del Castillo-Mussot M, Vazquez GJ.",Microelectronics Journal,Estados Unidos de América,2005,mar-05,mar-05,"<Go to ISI>://000229666000116, 1, , "
12879,System-size dependence of strangeness production in nucleus-nucleus collisions at root S-NN=17.3 GeV,"Alt C, Anticic T, Baatar B, Barna D, Bartke J, Betev L, Bialkowska H, Billmeier A, Blume C, Boimska B, Botje M, Bracinik J, Bramm R, Brun R, Buncic P, Cerny V, Christakoglou P, Chvala O, Cramer JG, Csato P, Darmenov N, Dimitrov A, Dinkelaker P, Eckardt V, Farantatos G, Flierl D, Fodor Z, Foka P, Freund P, Friese V, Gal J, Gazdzicki M, Georgopoulos G, Gladysz E, Grebieszkow K, Hegyi S, Hohne C, Kadija K, Karev A, Kliemant M, Kniege S, Kolesnikov VI, Kollegger T, Kornas E, Korus R, Kowalski M, Kraus I, Kreps M, van Leeuwen M, Levai P, Litov L, Lungwitz B, Makariev M, Malakhov AI, Markert C, Mateev M, Mayes BW, Melkumov GL, Meurer C, Mischke A, Mitrovski M, Molnar J, Mrowczynski S, Palla G, Panagiotou AD, Panayotov D, Petridis A, Pikna M, Pinsky L, Puhlhofer F, Reid JG, Renfordt R, Richard A, Roland C, Roland G, Rybczynski M, Rybicki A, Sandoval A, Sann H, Schmitz N, Seyboth P, Sikler F, Sitar B, Skrzypczak E, Stefanek G, Stock R, Strobele H, Susa T, Szentpetery I, Sziklai J, Trainor TA, Trubnikov V, Varga D, Vassiliou M, Veres GI, Vesztergombi G, Vranic D, Wetzler A, Wlodarczyk Z, Yoo IK, Zaranek J and Zimanyi J.",Physical Review Letters,Estados Unidos de América,2005,feb-05,feb-05,"<Go to ISI>://000226941500016, 19, http://www.scopus.com/inward/record.url?eid=2-s2.0-18144404987&partnerID=40, 22"
12761,Formation of angular power profile via ballistic light transport in multimode optical fibers with corrugated surfaces,"Chaikina EI, Stepanov S, Navarrete AG, Mendez ER and Leskova TA.",Physical Review B,Estados Unidos de América,2005,feb-05,feb-05,"<Go to ISI>://000228065300081, 4, http://www.scopus.com/inward/record.url?eid=2-s2.0-16344380444&partnerID=40, 3"
12806,Observation of preferred instability modes in a mechanically excited thermal plume using Schlieren visualizations,"Elicer-Cortes JC, Ruz C, Hernandez RH, Pavageau M and Boyer D.",International Communications in Heat and Mass Transfer,Estados Unidos de América,2005,feb-05,feb-05,"<Go to ISI>://000228373000009, 3, , "
12906,Trends in the structure and bonding of neutral and charged noble metal clusters,"Fernandez EM, Soler JM, Garzon IL and Balbás LC.",International Journal of Quantum Chemistry,Estados Unidos de América,2005,feb-05,feb-05,"<Go to ISI>://000226910200013, 9, , "
12737,Effect of antibound states in single barrier tunneling,"García-Calderón G, Villavicencio J.","Physical Review A: Atomic, Molecular, and Optical Physics",Estados Unidos de América,2005,feb-05,feb-05,"<Go to ISI>://000227483900117, 0, , "
12862,Structural characterization of SmMn2GeO7 single microcrystals by electron microscopy,"Juarez-Arellano EA, Ochoa JM, Bucio L, Reyes-Gasga J. and Orozco E.",Acta Crystallographica Section B-Structural Science,Estados Unidos de América,2005,feb-05,feb-05,"<Go to ISI>://000226414300002, 0, , "
12772,Hofstadter spectrum in electric and magnetic fields,"Kunold A, Torres M.",Annals of Physics,Estados Unidos de América,2005,feb-05,feb-05,"<Go to ISI>://000227042400008, 4, , "
12884,The design of two-dimensional random surfaces with specified scattering properties,"Mendez ER, Leskova TA, Maradudin AA, Lmieyva-Lucero M and Munoz-Lopez J.",Journal of Optics a-Pure and Applied optics,Estados Unidos de América,2005,feb-05,feb-05,"<Go to ISI>://000227647400020, 2, , "
12856,Stark effect dependence on hydrogenic impurity position in a cubic quantum box,"Mendoza CI, Vazquez GJ, Del Castillo-Mussot M, and Spector H.",Physical Review B,Estados Unidos de América,2005,feb-05,feb-05,"<Go to ISI>://000228013600080, 16, , "
12868,Surface and shear horizontal waves in piezoelectric composites,"Monsivais G, Otero JA, Calas H",Physical Review B,Estados Unidos de América,2005,feb-05,feb-05,"<Go to ISI>://000228013500014, 5, , "
12704,Bell's inequality violation with non-negative Wigner functions,"Revzen M, Mello PA, Mann A and Johansen LM.","Physical Review A: Atomic, Molecular, and Optical Physics",Estados Unidos de América,2005,feb-05,feb-05,"<Go to ISI>://000227483900017, 10, , "
12748,"Electroweakly interacting scalar and gauge bosons, and leptons, from field equations on spin (5+1)-dimensional space","Besprosvany, J.",International Journal of Modern Physics A,Estados Unidos de América,2005,Jan 2005,Jan 2005,"ISI:000226754700003, 0, , "
12790,Looking for the right thing at the right place: Phase transition in an agent model with heterogeneous spatial resources,"Boyer D, Larralde H.",Complexity,Estados Unidos de América,2005,Jan 2005,Jan 2005,"<Go to ISI>://000227026800006, 8, , "
12845,Resonant tunneling transients and decay for a one-dimensional double barrier potential,"Delgado F, Muga JG, Austing DG and García-Calderón G.",Journal of Applied Physics,Estados Unidos de América,2005,Jan 2005,Jan 2005,"<Go to ISI>://000226700300054, 8, , "
12794,Microstructure and thermal change of texture of calcite crystals in ostrich eggshell Struthio camelus,"Heredia A, Rodriguez-Hernandez AG, Lozano LF, Peña-Rico M A, Velázquez R, V.A. Basiuk and L. Bucio",Materials Science & Engineering C-Biomimetic and Supramolecular Systems,Estados Unidos de América,2005,Jan 2005,Jan 2005,"<Go to ISI>://000226372300001, 3, , "
12758,Experimental check on the accuracy of Timoshenko's beam theory,"Méndez Sánchez RA, Morales A, Flores J.",Journal of Sound and Vibration,Estados Unidos de América,2005,Jan 2005,Jan 2005,"<Go to ISI>://000225336900025, 5, , "
12735,Dynamical behavior of a layered piezocomposite using the asymptotic homogenization method,"Otero JA, Rodriguez-Ramos R, Monsivais G, Perez-Alvarez R",Mechanics of Materials,Estados Unidos de América,2005,Jan 2005,Jan 2005,"<Go to ISI>://000224589700003, 3, , "
12727,Crystalline and non-crystalline growth of two-dimensional square-triangle lattices,Paredes R. and Barrio R.A,Journal of Non-Crystalline Solids,Estados Unidos de América,2005,Jan 2005,Jan 2005,"<Go to ISI>://000226300100006, 0, , "
12829,Pressure effects on stopping power of solids for channeled ions,"Pathak AP, Cruz SA, Soullard J.",Radiation Effects and Defects in Solids,Estados Unidos de América,2005,Jan 2005,Jan 2005,"<Go to ISI>://000229224100001, 0, , "
12850,"Selectivity of a model zeolite ring over hydrocarbons with different symmetry, travelling with different orientations and speeds","Zaragoza IP, Garcia-Serrano LA, Santamaria R.",Journal of Physical Chemistry B,Estados Unidos de América,2005,Jan 2005,Jan 2005,"<Go to ISI>://000226313200008, 2, , "
13121,The TUS space fluorescence detector for study of UHECR and other phenomena of variable fluorescence light in the atmosphere,"Abrashkin V, Alexandrov V, Arakcheev Y, Bitkin E, Cordero A, Eremin S, Finger M, Garipov G, Grebenyuk V, Kalmykov N, Khrenov B, Koval V, Martinez O, Matyushkin A, Moreno E, Naumov D, Olshevsky A, Panasyuk M, Park I, Robledo C, Rubinstein I, Sharakin S, Silaev A, Tkatchev L, Tulupov V, Tyukaev R, Sabirov B, Salazar H, Saprykin O, Syromyatnikov V, Urmantsev F, Villaseñor L, Yashin I, Zaikin N, Zepeda A",Advances in Space Research,Estados Unidos de América,2006,2006,2006,"<Go to ISI>://000239306500008, 5, , "
12959,Electrically controlled liquid crystal fiber,A. Corella-Madueño and J. A. Reyes,Optics Communications,Holanda,2006,2006,2006,"<Go to ISI>://000239477300022, 2, , "
13124,Thermically tuned nematic guide,A. Corella-Madueño and J. A. Reyes,Journal of Applied Physics,Estados Unidos de América,2006,2006,2006,"<Go to ISI>://000238314900104, 1, , "
13066,Prototype study of the Cherenkov imager of the AMS experiment,"Aguayo P, Aguilar-Benitez M, Arruda L, Barao F, Barreira G, Barrau A, Baret B, Belmont E, Berdugo J, Boudoul G, Borges J, Buenerd M, Casadei D, Casaus J, Delgado C, Diaz C, Derome L, Eraud L, Gallin-Martel L, Giovacchini F, Goncalves P, Lanciotti E, Laurenti G, Malinine A, Mana C, Marin J, Martinez G, Menchaca-Rocha A, Palomares C, Pereira R, Pimenta M, Protasov K, Sanchez E, Seof ES, Sevilla I, Torrento A, Vargas-Trevino M, Veziant O","Nuclear Instruments & Methods in Physics Research Section A: Accelerators, Spectrometers, Detectors and Associated Equipment",Holanda,2006,2006,2006,"<Go to ISI>://000237842000016, 3, , "
13106,Supersymmetry parameter analysis: SPA convention and project,"Aguilar-Saavedra JA, Ali A, Allanach BC, Arnowitt R, Baer HA, Bagger JA, Balazs C, Barger V, Barnett M, Bartl A, Battaglia M, Bechtle P, Belanger G, Belyaev A, Berger EL, Blair G, Boos E, Carena M, Choi SY, Deppisch F, De Roeckl A, Deschl K, Diaz MA, Djouadil A, Dutta B, Dutta S, Eberl H, Ellis J, Erler J, et al.",European Physical Journal C,Estados Unidos de América,2006,2006,2006,"<Go to ISI>://000241559400003, 83, , "
13027,New gamma-ray measurements for 12C+12C sub-Coulomb fusion: Toward data unification,"Aguilera EF, Rosales P, Martinez-Quiroz E, Murillo G, Fernandez M, Berdejo H, Lizcano D, Gomez-Camacho A, Policroniades R, Varela A, Moreno E, Chavez E, Ortiz ME, Huerta A, Belyaeva T, Wiescher M",Physical Review C,Estados Unidos de América,2006,2006,2006,"<Go to ISI>://000238697500020, 10, , "
13045,Phase synchronization in tilted deterministic ratchets,"Alatriste FR, Mateos JL",Physica A: Statistical Mechanics and its Applications,Holanda,2006,2006,2006,"<Go to ISI>://000242262000012, 4, , "
12922,"ALICE: Physics Performance Report, Volume II",ALICE Collaboration,Journal of Physics G-Nuclear and Particle Physics,Estados Unidos de América,2006,2006,2006,"<Go to ISI>://000241517900002, 43, , "
12995,Inclusive production of charged pions in p+p collisions at 158 GeV/c beam momentum,"Alt C (Alt, C.), Anticic T (Anticic, T.), Baatar B (Baatar, B.), Barna D (Barna, D.), Bartke J (Bartke, J.), Betev L (Betev, L.), Bialkowska H (Bialkowska, H.), Blume C (Blume, C.), Boimska B (Boimska, B.), Botje M (Botje, M.), Bracinik J (Bracinik, J.), Buncic P (Buncic, P.), Cerny V (Cerny, V.), Christakoglou P (Christakoglou, P.), Chvala O (Chvala, O.), Dinkelaker P (Dinkelaker, P.), Dolejsi J (Dolejsi, J.), Eckardt V (Eckardt, V.), Fischer HG (Fischer, H. G.), Flierl D (Flierl, D.), Fodor Z (Fodor, Z.), Foka P (Foka, P.), Friese V (Friese, V.), Gazdzicki M (Gazdzicki, M.), Grebieszkow K (Grebieszkow, K.), Hoehne C (Hoehne, C.), Kadija K (Kadija, K.), Karev A (Karev, A.), Kliemant M (Kliemant, M.), Kniege S (Kniege, S.), Kolesnikov VI (Kolesnikov, V. I.), Kornas E (Kornas, E.), Korus R (Korus, R.), Kowalski M (Kowalski, M.), Kraus I (Kraus, I.), Kreps M (Kreps, M.), van Leeuwen M (van Leeuwen, M.), Lungwitz B (Lungwitz, B.), Makariev M (Makariev, M.), Malakhov AI (Malakhov, A. I.), Mateev M (Mateev, M.), Melkumov GL (Melkumov, G. L.), Mitrovski M (Mitrovski, M.), Mrowczynski S (Mrowczynski, S.), Palla G (Palla, G.), Panayotov D (Panayotov, D.), Petridis A (Petridis, A.), Renfordt R (Renfordt, R.), Rybczynski M (Rybczynski, M.), Rybicki A (Rybicki, A.), Sandoval A (Sandoval, A.), Schmitz N (Schmitz, N.), Schuster T (Schuster, T.), Seyboth P (Seyboth, P.), Sikler F (Sikler, F.), Skrzypczak E (Skrzypczak, E.), Stefanek G (Stefanek, G.), Stock R (Stock, R.), Strobele H (Stroebele, H.), Susa T (Susa, T.), Sziklai J (Sziklai, J.), Szymanski P (Szymanski, P.), Trubnikov V (Trubnikov, V.), Varga D (Varga, D.), Vassiliou M (Vassiliou, M.), Veres GI (Veres, G. I.), Vesztergombi G (Vesztergombi, G.), Vranic D (Vranic, D.), Wenig S (Wenig, S.), Wetzler A (Wetzler, A.), Wlodarczyk Z (Wlodarczyk, Z.), Yoo IK (Yoo, I. K.)",European Physical Journal C,Estados Unidos de América,2006,2006,2006,"<Go to ISI>://000241559200005, 29, , "
12970,Energy and centrality dependence of (p)over-bar and p production and the (Lambda)over-bar/(p)over-bar ratio in Pb plus Pb collisions between 20A GeV and 158A GeV,"Alt C, for the NA49 Collaboration",Physical Review C,Estados Unidos de América,2006,2006,2006,"<Go to ISI>://000237157300062, 15, http://www.scopus.com/inward/record.url?eid=2-s2.0-33646240161&partnerID=40, 22"
13139,Upper limit of D-0 production in central Pb-Pb collisions at 158A GeV,"Alt C, for the NA49 Collaboration",Physical Review C,Estados Unidos de América,2006,2006,2006,"<Go to ISI>://000236466900060, 0, http://www.scopus.com/inward/record.url?eid=2-s2.0-33645122156&partnerID=40, 0"
13132,Transition radiation spectra of electrons from 1 to 10 GeV/c in regular and irregular radiators,"Andrionic A, for the ALICE Collaboration","Nuclear Instruments & Methods in Physics Research Section A: Accelerators, Spectrometers, Detectors and Associated Equipment",Holanda,2006,2006,2006,"<Go to ISI>://000236398900016, 1, , "
13022,Moving embedded lattice solitons,"B. A. Malomed, J. Fujioka, A. Espinosa-Cerón, R. F. Rodríguez, S. González",Chaos,Estados Unidos de América,2006,2006,2006,"<Go to ISI>://000236464500012, 6, , "
13031,Non-linear systems,Barrio R. A. and Varea C.,Physica A: Statistical Mechanics and its Applications,Holanda,2006,2006,2006,", , http://www.scopus.com/scopus/inward/record.url?eid=2-s2.0-33750149372&partnerID=40, 2"
12920,Absolute cross sections measurement for the 12C+12C system at astrophysically relevant energies,"Barron-Palos L, Aguilera EF, Aspiazu J, Huerta A, Martinez-Quiroz E, Monroy R, Moreno E, Murillo G, Ortiz ME, Policroniades R, Varela A, Chavez E",Nuclear Physics A,Estados Unidos de América,2006,2006,2006,"<Go to ISI>://000242412600015, 9, , "
12965,Electron states in a lattice of Au nanoparticles: The role of strain and functionalization,"Batista RJC, Mazzoni MSC, Garzon IL, Beltran MR, Chacham H",Physical Review Letters,Estados Unidos de América,2006,2006,2006,"<Go to ISI>://000236249900052, 2, , "
13069,Quasicrystalline and rational approximant wave patterns in hydrodynamic and quantum nested wells,"Bazan A, Torres M, Chiappe G, Louis E, Miralles JA, Verges JA, Naumis GG, Aragon JL",Physical Review Letters,Estados Unidos de América,2006,2006,2006,"<Go to ISI>://000240680400034, 2, , "
13133,Transitions in the orientational order of liquid crystals induced by periodic patterned substrates,"Bechtold IH, Batalioto F, Thieghi LT, Honda BSL, Pojar M, Schoenmaker J, Santos AD, Zucolotto V, Balogh DT, Oliveira ON, Jr, Oliveira EA","Physical Review E: Statistical, Nonlinear, and Soft Matter Physics",Estados Unidos de América,2006,2006,2006,"<Go to ISI>://000240238100080, 1, http://www.scopus.com/inward/record.url?eid=2-s2.0-33748302267&partnerID=40, 2"
13123,Thermal reactions of aromatic diacetylenes: An insight to amorphous state polymerization of diacetylenes,"Beristain MF, Fomine S, Ogawa T, Muñoz E, Marcos A",Molecular Crystals and Liquid Crystals,Estados Unidos de América,2006,2006,2006,"<Go to ISI>://000235345600023, 0, , "
12930,Calibration of the surface array of the Pierre Auger Observatory,"Bertou X (Bertou, X.), Allison PS (Allison, P. S.), Bonifazi C (Bonifazi, C.), Bauleo P (Bauleo, P.), Grunfeld CM (Grunfeld, C. M.), Aglietta M (Aglietta, M.), Arneodo F (Arneodo, F.), Barnhill D (Barnhill, D.), Beatty JJ (Beatty, J. J.), Busca NG (Busca, N. G.), Creusot A (Creusot, A.), Dornic D (Dornic, D.), Etchegoyen A (Etchegoyen, A.), Filevitch A (Filevitch, A.), Ghia PL (Ghia, P. L.), Lhenry-Yvon I (Lhenry-Yvon, I.), Medina MC (Medina, M. C.), Moreno E (Moreno, E.), Nitz D (Nitz, D.), Ohnuki T (Ohnuki, T.), Ranchon S (Ranchon, S.), Salazar H (Salazar, H.), Suomijarvi T (Suomijarvi, T.), Supanitsky D (Supanitsky, D.), Tripathi A (Tripathi, A.), Urban M (Urban, M.), Villasenor L (Villasenor, L.)","Nuclear Instruments & Methods in Physics Research Section A: Accelerators, Spectrometers, Detectors and Associated Equipment",Holanda,2006,2006,2006,"<Go to ISI>://000242822900039, 9, , 11"
12979,Experimental proposal for accurate determination of the phase relaxation time and testing the formation of thermalized non-equilibrated matter in highly excited quantum many-body systems,"Bienert M., Flores J. Kun S. Y.",Physical Review C,Estados Unidos de América,2006,2006,2006,"<Go to ISI>://000240239100077, 1, , "
12925,"Anomalously slow cross symmetry phase relaxation, thermalized non-equilibrated matter and quantum computing beyond the quantum chaos border","Bienert M, Flores J, Kun SY, Seligman TH","Symmetry, Integrability and Geometry - Methods and Applications",Estados Unidos de América,2006,2006,2006,NA
12958,Effect of water addition in the spray solution on the synthesis of zirconium-aluminum oxide films prepared by the pyrosol process,"Bizarro M, Alonso JC, Fandiño J, Ortiz A",Journal of the Electrochemical Society,Estados Unidos de América,2006,2006,2006,"<Go to ISI>://000237945300053, 1, http://www.scopus.com/inward/record.url?eid=2-s2.0-33744825463&partnerID=40, 2"
13072,Recovery of the knowledge in science and technology of the millennial Mexico,Bokhimi X,LA CIENCIA DE MATERIALES Y SU IMPACTO EN LA ARQUEOLOGIA,Estados Unidos de América,2006,2006,2006,NA
13080,Scale-free foraging by primates emerges from their interaction with a complex environment,"Boyer D, Ramos-Fernandez G, Miramontes O, Mateos JL, Cocho G, Larralde H, Ramos H, Rojas F",Proceedings of the Royal Society B-Biological Sciences,Estados Unidos de América,2006,2006,2006,"<Go to ISI>://000238946100004, 28, , "
12996,Incrustation of precious stones in dental apatite,"Bucio L, Belio-Reyes IA, Rodriguez JA, Orta MN, Arenas-Alatorre J, Magaña C, Velazquez R",Zeitschrift Fur Kristallographie,Estados Unidos de América,2006,2006,2006,"<Go to ISI>://000238608100050, 0, http://www.scopus.com/inward/record.url?eid=2-s2.0-33846448188&partnerID=40, 0"
13075,"Relaxation and conductivity behaviour in the compounds: FeRGe2O7 (R = Pr,Tb)","Bucio L, Orozco E, Huanosta-Tera A",Journal of Physics and Chemistry of Solids,Estados Unidos de América,2006,2006,2006,"<Go to ISI>://000236782800003, 2, , "
12921,Absorbed dose and transmission factor in blocked fields for radiotherapy treatments with 6 MV X-ray,"Buenfil AE, Rodríguez-González MF, Reséndiz González G, Brandan ME",Clinical & Translational Oncology ,España,2006,2006,2006,", , http://www.scopus.com/scopus/inward/record.url?eid=2-s2.0-33746841927&partnerID=40, 0"
13092,Statistical study of the conductance and shot noise in open quantum-chaotic cavities: Contribution from whispering gallery modes,"Bulgakov EN, Gopar VA, Mello PA, Rotter I",Physical Review B,Estados Unidos de América,2006,2006,2006,"<Go to ISI>://000237155100052, 3, , "
13083,Selected configuration interaction with truncation energy error and application to the Ne atom,Bunge CF,Journal of Chemical Physics,Estados Unidos de América,2006,2006,2006,"<Go to ISI>://000238849500008, 1, , "
13082,Select-divide-and-conquer method for large-scale configuration interaction,"Bunge CF, Carbo-Dorca R",Journal of Chemical Physics,Estados Unidos de América,2006,2006,2006,"<Go to ISI>://000238849500009, 0, , "
13104,Study of Z > 18 elements concentration in tree rings from surroundings forests of the Mexico Valley using external beam PIXE,"Calva-Vazquez G, Razo-Angel G, Rodriguez-Fernandez L, Ruvalcaba-Sil JL",Nuclear Instruments & Methods in Physics Research Section B: Beam Interactions with Materials and Atoms,Holanda,2006,2006,2006,"<Go to ISI>://000239545000145, 1, , "
13023,Nano and micro reoriented domains and their relation with the crystal structure in the new ferroelectric boracite Zn3B7O13Br,"Campa-Molina J, Ulloa-Godinez S, Barrera A, Bucio L, Mata J",Journal of Physics: Condensed Matter,Reino Unido,2006,2006,2006,"<Go to ISI>://000238373800007, 1, , "
13007,Light propagation and transmission in hybrid-aligned nematic liquid crystal cells: Geometrical optics calculations,Carlos I. Mendoza and J. Adrian Reyes,Applied Physics Letters,Estados Unidos de América,2006,2006,2006,"<Go to ISI>://000240236600041, 0, , "
13005,Langmuir-Blodgett films of novel diacetylene-containing polymers with high second order nonlinear optical susceptibility,"Carreon-Castro MD, Ramirez J, Rivera M, Ogawa T, Kawazu Y, Watanabe T",Molecular Crystals and Liquid Crystals,Estados Unidos de América,2006,2006,2006,"<Go to ISI>://000235345400020, 0, , "
12952,Diffraction efficiency of non-uniform gratings in a Bi12SiO20 crystal for a non-linear regime under an external d.c. field,"Casar I, Murillo JG, Magaña LF",Physics Letters A,Estados Unidos de América,2006,2006,2006,"<Go to ISI>://000236421900026, 0, , "
12983,Formation of indium-doped zinc oxide thin films using chemical spray techniques: The importance of acetic acid content in the aerosol solution and the substrate temperature for enhancing electrical transport,"Castañeda L, Garcia-Valenzuela A, Zironi EP, Cañetas-Ortega J, Terrones M, Maldonado A",Thin Solid Films,Estados Unidos de América,2006,2006,2006,"<Go to ISI>://000236440500031, 6, , "
13098,"Structural, morphological, optical, and nonlinear optical properties of fluorine-doped zinc oxide thin films deposited on glass substrates by the chemical spray technique","Castañeda L, Morales-Saavedra OG, Acosta DR, Maldonado A, Olvera MDL",Physica Status Solidi A-Applications and Materials Science,Estados Unidos de América,2006,2006,2006,"<Go to ISI>://000238744200014, 8, , "
