items.id,items.label,items.authors,items.journal,items.country,items.year,items.date,items.month,items.url
11333,"High-performance liquid chromatographic assay for a new fasciolicide agent, alpha BIOF10, in biological fluids","del Rivero LM, Jung H, Castillo R, Hernandez-Campos A",Journal of Chromatography B-Analytical Technologies in the Biomedical and Life Sciences,Estados Unidos de América,1998,Aug 1998,Aug 1998,"<Go to ISI>://000074830000024, 5, http://www.scopus.com/scopus/inward/record.url?eid=2-s2.0-0032493705&partnerID=40, 7"
11419,Transuranic elements alpha-particle energy analysis using nuclear track in solids methodology,"Espinosa G, Silva RJ",Journal of Radioanalytical and Nuclear Chemistry,Estados Unidos de América,1998,Aug 1998,Aug 1998,"<Go to ISI>://000075866800049, 1, http://www.scopus.com/scopus/inward/record.url?eid=2-s2.0-0032459287&partnerID=40, 1"
11322,"Excitation energy deposition in Bi-209(alpha,alpha ') reactions at 240 MeV","Fabris D, Lunardon M, Nebbia G, Viesti G, Cinausero M, Fioretto E, Napoli DR, Prete G, Hagel K, Natowitz JB, Wada R, Gonthier P, Majka Z, Alfarro R, Zhao Y, Mdeiwayeh N, Ho T",Physical Review C,Estados Unidos de América,1998,Aug 1998,Aug 1998,"<Go to ISI>://000075359800004, 3, http://www.scopus.com/scopus/inward/record.url?eid=2-s2.0-0000589892&partnerID=40, 4"
11415,Thermoluminescent response and relative efficiency of TLD-100 exposed to low-energy x-rays,"Gamboa-DeBuen I, Buenfil AE, Ruiz CG, Rodriguez-Villafuerte M, Flores A, Brandan ME",Physics in Medicine and Biology,Estados Unidos de América,1998,Aug 1998,Aug 1998,"<Go to ISI>://000075324400006, 22, http://www.scopus.com/scopus/inward/record.url?eid=2-s2.0-0031829423&partnerID=40, 20"
11318,Enhanced amphiphile adsorption at liquid-liquid interfaces in a micellar solution model,"Garcia-Alcantara C, Varea C, Robledo A",Physica A: Statistical Mechanics and its Applications,Holanda,1998,Aug 1998,Aug 1998,"<Go to ISI>://000075625600003, 0, http://www.scopus.com/scopus/inward/record.url?eid=2-s2.0-17344382262&partnerID=40, 0"
11351,Molecular dynamics study of the Ag-6 cluster using an ab initio many-body model potential,"Garzon IL, Kaplan IG, Santamaria R, Novaro O",Journal of Chemical Physics,Estados Unidos de América,1998,Aug 1998,Aug 1998,"<Go to ISI>://000075237100016, 15, http://www.scopus.com/scopus/inward/record.url?eid=2-s2.0-0000732684&partnerID=40, 13"
11346,Lowest energy structures of gold nanoclusters,"Garzon IL, Michaelian K, Beltran MR, Posada-Amarillas A, Ordejon P, Artacho E, Sanchez-Portal D, Soler JM",Physical Review Letters,Estados Unidos de América,1998,Aug 1998,Aug 1998,"<Go to ISI>://000075483200016, 157, http://www.scopus.com/scopus/inward/record.url?eid=2-s2.0-4143064089&partnerID=40, 155"
11417,Total and partial pion absorption cross sections on He-4 in the Delta resonance region,"Mateos AO, Androic D, Backenstoss G, Bosnar D, Breuer H, Dobbeling H, Dooling T, Furic M, Gram PAM, Gregory NK, Hoffart A, Ingram Q, Klein A, Koch K, Kohler J, Kotlinski B, Kroedel M, Kyle G, Lehmann A, Michaelian K, Petkovic T, Planinic M, Redwine RP, Rowntree D, Sennhauser U, Simicevic N, Trezeciak R, Ullrich H, Wang M, Wang MH, Weyer HJ, Wildi M, Wilson KE",Physical Review C,Estados Unidos de América,1998,Aug 1998,Aug 1998,"<Go to ISI>://000075359800038, 11, http://www.scopus.com/scopus/inward/record.url?eid=2-s2.0-0032391413&partnerID=40, 9"
11317,Energy transfer of a chaotic particle in a classical oscillating potential barrier,"Mateos JL, Jose JV",Physica A: Statistical Mechanics and its Applications,Holanda,1998,Aug 1998,Aug 1998,"<Go to ISI>://000075876500053, 10, http://www.scopus.com/scopus/inward/record.url?eid=2-s2.0-0032141829&partnerID=40, 11"
11276,A symbiotic algorithm for finding the lowest energy isomers of large clusters and molecules,Michaelian K,Chemical Physics Letters ,Estados Unidos de América,1998,Aug 1998,Aug 1998,"<Go to ISI>://000075689500009, 35, http://www.scopus.com/scopus/inward/record.url?eid=2-s2.0-0000774363&partnerID=40, 39"
11271,A novel ternary alkali-halide crystal,"Mijangos RR, Cordero-Borboa A, Camarillo E, Riveros H, Castano VM",Physics Letters A,Estados Unidos de América,1998,Aug 1998,Aug 1998,"<Go to ISI>://000075502600021, 15, http://www.scopus.com/scopus/inward/record.url?eid=2-s2.0-0043286534&partnerID=40, 16"
11277,A two-dimensional model for equilibrium partitioning of a fluid mixture through a microporous semipermeable crystalline membrane. A Monte Carlo study,"Millan-Malo B, Bryk P, Duda Y, Pizio O",Journal of Colloid and Interface Science,Estados Unidos de América,1998,Aug 1998,Aug 1998,"<Go to ISI>://000075262900014, 0, http://www.scopus.com/scopus/inward/record.url?eid=2-s2.0-0344972948&partnerID=40, 0"
11325,First-difference fluctuations and the complexity of simple population models exhibiting chaos,"Miramontes O, Ceccon E",Physica A: Statistical Mechanics and its Applications,Holanda,1998,Aug 1998,Aug 1998,"<Go to ISI>://000075876500054, 2, http://www.scopus.com/scopus/inward/record.url?eid=2-s2.0-0032139611&partnerID=40, 2"
11302,Dehydroxylation and the crystalline phases in sol-gel zirconia,"R. Gómez, T. López, X. Bokhimi E. Muñoz, J. L. Boldú,  y O. Novaro",Journal of Sol-Gel Science and Technology,Estados Unidos de América,1998,Aug 1998,Aug 1998,"<Go to ISI>://000075069800011, 17, http://www.scopus.com/scopus/inward/record.url?eid=2-s2.0-0032139049&partnerID=40, 18"
11343,Landau density functional theory for one-dimensional inhomogeneities,"Robledo A, Quintana J",Physica A: Statistical Mechanics and its Applications,Holanda,1998,Aug 1998,Aug 1998,"<Go to ISI>://000075876500020, 3, http://www.scopus.com/scopus/inward/record.url?eid=2-s2.0-0032139715&partnerID=40, 2"
11303,Discretized integral hydrodynamics,"Romero-Rochin V, Rubi JM","Physical Review E: Statistical, Nonlinear, and Soft Matter Physics",Estados Unidos de América,1998,Aug 1998,Aug 1998,"<Go to ISI>://000075383700078, 4, http://www.scopus.com/scopus/inward/record.url?eid=2-s2.0-0003540603&partnerID=40, 5"
11393,Structural properties of Pd catalysts supported on Al2O3-La2O3 prepared by sol-gel method,"Bogdanchikova NE, Fuentes S, Avalos-Borja M, Farias MH, Boronin A, Diaz G",Applied Catalysis B-Environmental,Estados Unidos de América,1998,jul-98,jul-98,"<Go to ISI>://000074508300005, 26, http://www.scopus.com/scopus/inward/record.url?eid=2-s2.0-0032514098&partnerID=40, 29"
11382,Review of Particle Physics,"Caso C, Conforto G, Gurtu A, Aguilar-Benitez M, Amsler C, Barnett RM, Burchat PR, Carone CD, Dahl O, Doser M, Eidelman S, Feng JL, Goodman M, Grab C, Groom DE, Hagiwara K, Hayes KG, Hernandez JJ, Hikasa K, Honscheid K, James F, Mangano ML, Manohar AV, Monig K, Murayama H, Nakamura K, Olive KA, Piepke A, Roos M, Schindler RH, Shrock RE, Tanabashi M, Tornqvist NA, Trippe TG, Vogel P, Wohl CG, Workman RL, Yao WM, Armstrong B, Casas Serradilla JL, Filimonov BB, Gee PS, Lugovsky SB, Mankov S, Nicholson F, Babu KS, Besson D, Biebel O, Cahn RN, Crawford RL, Dalitz RH, Damour T, Desler K, Donahue RJ, Edwards DA, Erler J, Ezhela VV, Fasso A, Fetscher W, Froidevaux D, Gaisser TK, Garren L, Geer S, Gerber HJ, Gilman FJ, Haber HE, Hagmann C, Hinchliffe I, Hogan CJ, Hohler G, Jackson JD, Johnson KF, Karlen D, Kayser B, Kleinknecht K, Knowles IG, Kolda C, Kreitz P, Langacker P, Landua R, Littenberg L, Manley DM, March-Russell J, Nakada T, Quinn H, Raffelt G, Renk B, Ronan MT, Rosenberg LJ, Schmitt M, Schramm DN, Scott D, Sjostrand T, Smoot GF, Spanier S, Srednicki M, Stanev T, Suzuki T, Tkachenko NP, Valencia G, VanBibber K, Voss R, Wolfenstein L, Youssef S",European Physical Journal C,Estados Unidos de América,1998,jul-98,jul-98,"ISI:000074859300001, 2209, , "
11304,Divalent europium in silica gels,"Garcia J, Mondragon MA, Maya O, Campero A",Journal of Alloys and Compounds,Estados Unidos de América,1998,jul-98,jul-98,"<Go to ISI>://000075617700060, 10, http://www.scopus.com/scopus/inward/record.url?eid=2-s2.0-0032119488&partnerID=40, 10"
11386,Shape resonances and deep optical potentials: A mean-field description of C-12+C-12 scattering at low energies,"Kondo Y, Brandan ME, Satchler GR",Nuclear Physics A,Estados Unidos de América,1998,jul-98,jul-98,"<Go to ISI>://000075108400001, 13, http://www.scopus.com/scopus/inward/record.url?eid=2-s2.0-0032474622&partnerID=40, 12"
11399,Supermultiplets and relativistic problems: II. The Bhabha equation of arbitrary spin and its properties,"Moshinsky M, Nikitin AG, Sharma A, Smirnov YF",Journal of Physics A: Mathematical and Theoretical,Reino Unido,1998,jul-98,jul-98,"<Go to ISI>://000075047200018, 6, http://www.scopus.com/scopus/inward/record.url?eid=2-s2.0-0040039948&partnerID=40, 6"
11309,Effects of strong modulation on beam-coupling gain in photorefractive materials: application to B12SiO20,"Murillo JG, Magana LF, Carrascosa M, Agullo-Lopez F",Journal of the Optical Society of America B-Optical Physics,Estados Unidos de América,1998,jul-98,jul-98,"<Go to ISI>://000074688700037, 11, http://www.scopus.com/scopus/inward/record.url?eid=2-s2.0-0032457524&partnerID=40, 13"
11349,Modelling of growth and agglomeration processes leading to various non-crystalline materials,Naumis GG,Journal of Non-Crystalline Solids,Estados Unidos de América,1998,jul-98,jul-98,"<Go to ISI>://000075558800091, 3, http://www.scopus.com/scopus/inward/record.url?eid=2-s2.0-0009578278&partnerID=40, 2"
11390,Stochastic matrix description of glass transition in ternary chalcogenide systems,"Naumis GG, Kerner R",Journal of Non-Crystalline Solids,Estados Unidos de América,1998,jul-98,jul-98,"<Go to ISI>://000074611500011, 9, http://www.scopus.com/scopus/inward/record.url?eid=2-s2.0-0032123761&partnerID=40, 10"
11327,Fluctuations and instabilities of curved interfaces,"Varea C, Robledo A",Physica A: Statistical Mechanics and its Applications,Holanda,1998,jul-98,jul-98,"<Go to ISI>://000074950600004, 5, http://www.scopus.com/scopus/inward/record.url?eid=2-s2.0-0032120630&partnerID=40, 5"
11353,Mossbauer spectroscopy and X-ray diffraction studies of Mg-Al-Fe-O mixed spinel sulphur transfer catalysts,"Wang JA, Novaro O, Li CL",Journal of Materials Science,Estados Unidos de América,1998,jul-98,jul-98,"<Go to ISI>://000077590900024, 1, http://www.scopus.com/scopus/inward/record.url?eid=2-s2.0-0032108844&partnerID=40, 1"
11301,Crosslinking of recycled polyethylene by gamma and electron beam irradiation,"Adem, E., Avalos-Borja, M., Carrillo, D., Vazquez, M., Sanchez, E., Carreon, M.P., Burillo, G.",Radiation Physics and Chemistry,Estados Unidos de América,1998,jun-98,jun-98,"<Go to ISI>://000074548000035, 9, http://www.scopus.com/scopus/inward/record.url?eid=2-s2.0-0032101183&partnerID=40, 10"
11402,Surface correlation effects on gloss,"Alexander-Katz R, Barrera RG",Journal of Polymer Science Part B-Polymer Physics,Estados Unidos de América,1998,jun-98,jun-98,"<Go to ISI>://000073338700007, 14, http://www.scopus.com/scopus/inward/record.url?eid=2-s2.0-0032096295&partnerID=40, 16"
11383,Room temperature F-coloring of lead doped NaCl as a function of radiation intensity and impurity concentration.,"Bernal SR, Cruz E, Hernandez JM, Murrieta H",Radiation Physics and Chemistry,Estados Unidos de América,1998,jun-98,jun-98,"<Go to ISI>://000074548000126, 1, http://www.scopus.com/scopus/inward/record.url?eid=2-s2.0-0032101078&partnerID=40, 1"
11305,Dose rate dependence of the first stage coloration of NaCl samples doped with impurity concentration Sn,"Bernal SR, Hernandez J, Murrieta H",Radiation Physics and Chemistry,Estados Unidos de América,1998,jun-98,jun-98,"<Go to ISI>://000074548000128, 0, http://www.scopus.com/scopus/inward/record.url?eid=2-s2.0-0032101662&partnerID=40, 1"
11321,Exact analytic solution of the Schrodinger equation with centrifugal tensor forces,"Besprosvany J, Moshinsky M","Physical Review A: Atomic, Molecular, and Optical Physics",Estados Unidos de América,1998,jun-98,jun-98,"<Go to ISI>://000074160600047, 1, http://www.scopus.com/scopus/inward/record.url?eid=2-s2.0-4244190926&partnerID=40, 1"
11377,Relativistic self-consistent-field atomic calculations using a generalization of Brillouin's theorem,"Bunge CF, Jauregui R, Ley-Koo E",Canadian Journal of Physics,Canadá,1998,jun-98,jun-98,"<Go to ISI>://000076047600001, 7, http://www.scopus.com/scopus/inward/record.url?eid=2-s2.0-0001547815&partnerID=40, 6"
11286,Aspectos fi´sicos y matema´ticos del me´todo del elemento finito,"G. Aragón, J.L. Aragón",Revista Mexicana de Física,México,1998,jun-98,jun-98,", , http://www.scopus.com/scopus/inward/record.url?eid=2-s2.0-0032386132&partnerID=40, 0"
11331,High resolution electron microscopy characterization of nitrides of iron and iron alloys,"Hinojosa G, Schabes-Retchkiman PS, Oseguera J",Journal of Materials Engineering and Performance,Estados Unidos de América,1998,jun-98,jun-98,"<Go to ISI>://000073884300003, 0, http://www.scopus.com/scopus/inward/record.url?eid=2-s2.0-0032094857&partnerID=40, 0"
11364,Photoluminescence from Cu activated glass prepared by spray pyrolysis,"Ortiz A, Andrade E, Garcia M, Falcony C, Pineda JC, Zavala EP",Journal of Luminescence,Estados Unidos de América,1998,jun-98,jun-98,"<Go to ISI>://000074309500009, 2, http://www.scopus.com/scopus/inward/record.url?eid=2-s2.0-0032098884&partnerID=40, 2"
11375,Ray propagation in nematic droplets,Reyes JA,"Physical Review E: Statistical, Nonlinear, and Soft Matter Physics",Estados Unidos de América,1998,jun-98,jun-98,", , http://www.scopus.com/scopus/inward/record.url?eid=2-s2.0-0038650409&partnerID=40, 9"
11312,Electron energy-loss spectroscopy on the surface of conducting superlattices in the presence of plasma waves,"Vazquez-Nava RA, Cocoletzi GH, del Castillo-Mussot M, Mochan WL",Physical Review B,Estados Unidos de América,1998,jun-98,jun-98,"<Go to ISI>://000074273500020, 3, http://www.scopus.com/scopus/inward/record.url?eid=2-s2.0-0542378989&partnerID=40, 3"
11329,"GarciaCalderon, Mateos, and Moshinsky reply","García-Calderón G, Mateos JL, Moshinsky M",Physical Review Letters,Estados Unidos de América,1998,may-98,may-98,"ISI:000073550200062, 9, , "
11315,Energy loss of electrons traveling parallel to the interface of a semi-infinite granular composite,"Mendoza CI, Barrera RG, Fuchs R",Physical Review B,Estados Unidos de América,1998,may-98,may-98,"<Go to ISI>://000073585200034, 8, http://www.scopus.com/scopus/inward/record.url?eid=2-s2.0-0008802749&partnerID=40, 8"
11340,Intrinsically generated coloured noise in laboratory insect populations,"Miramontes O, Rohani P",Proceedings of the Royal Society B-Biological Sciences,Estados Unidos de América,1998,may-98,may-98,"<Go to ISI>://000073580200007, 29, http://www.scopus.com/scopus/inward/record.url?eid=2-s2.0-0032492966&partnerID=40, 29"
11423,Use of the quartz crystal microbalance to measure the mass of submonolayer deposits: Measuring the stoichiometry of surface oxides,"Narine SS, Slavin AJ",Journal of Vacuum Science & Technology A,Estados Unidos de América,1998,may-98,may-98,"<Go to ISI>://000074150500085, 14, , "
11291,"Carbon monoxide trend, meteorology, and three-way catalysts in Mexico City","Riveros HG, Alba A, Ovalle P, Silva B, Sandoval E",Journal of the Air and Waste Management Association,Estados Unidos de América,1998,may-98,may-98,"<Go to ISI>://000073670200010, 6, http://www.scopus.com/scopus/inward/record.url?eid=2-s2.0-0032080428&partnerID=40, 8"
11422,Use of linear magnetrons for the fabrication of aluminum first-surface solar mirrors,"Correa G, Almanza R, Martinez I, Mazari M, Cheang JC",Solar Energy Materials and Solar Cells,Estados Unidos de América,1998,Apr 1998,Apr 1998,"<Go to ISI>://000073838800005, 0, http://www.scopus.com/scopus/inward/record.url?eid=2-s2.0-0032051257&partnerID=40, 3"
11284,Antigenic homology of HIV-1 gp41 and human platelet glycoprotein GPIIIa (integrin beta(3)),"Dominguez V, Gevorkian G, Govezensky T, Rodriguez H, Viveros M, Cocho G, Macotela Y, Masso F, Pacheco M, Estrada JL, Lavalle C, Larralde C",Journal of Acquired Immune Deficiency Syndromes,Estados Unidos de América,1998,Apr 1998,Apr 1998,"<Go to ISI>://000073115600001, 6, http://www.scopus.com/scopus/inward/record.url?eid=2-s2.0-13144257740&partnerID=40, 7"
11411,The problem of quantum chaotic scattering with direct processes reduced to the one without,"Gopar, V.A., Mello, P.A.",Journal de Physique IV,Estados Unidos de América,1998,Apr 1998,Apr 1998,"<Go to ISI>://000073208500004, 13, http://www.scopus.com/scopus/inward/record.url?eid=2-s2.0-0032522022&partnerID=40, 11"
11293,Catalytic activity of (P)NiMo/Ti-HMS and (P)NiW/Ti-HMS catalysts in the hydrogenation of naphthalene,"Halachev T, Nava R, Dimitrov L",Applied Catalysis A-General,Estados Unidos de América,1998,Apr 1998,Apr 1998,"<Go to ISI>://000073256600012, 32, http://www.scopus.com/scopus/inward/record.url?eid=2-s2.0-0002638067&partnerID=40, 35"
11339,"Initial state interaction in the (p+,3p) reaction on N, Ar and Xe","Kotlinski B, Androic D, Backenstoss G, Bosnar D, Breuer H, Dobbeling H, Dooling T, Furic M, Gram PAM, Gregory NK, Hoffart A, Ingram CHQ, Klein A, Koch K, Kohler J, Kroedel M, Kyle G, Lehmann A, Mateos AO, Michaelian K, Petkovic T, Planinic M, Redwine RP, Rowntree D, Sennhauser U, Simicevic N, Trezeciak R, Ullrich H, Weyer HJ, Wildi M, Wilson KE",European Physical Journal A,Estados Unidos de América,1998,Apr 1998,Apr 1998,", , http://www.scopus.com/scopus/inward/record.url?eid=2-s2.0-0032416981&partnerID=40, 0"
11385,Screened coulomb potential for a quantum wire in the Thomas-Fermi approximation,"Reyes JA, del Castillo-Mussot M",Physical Review B,Estados Unidos de América,1998,Apr 1998,Apr 1998,"<Go to ISI>://000073209000066, 5, http://www.scopus.com/scopus/inward/record.url?eid=2-s2.0-0008852030&partnerID=40, 6"
11324,First principles calculation of the lattice specific heat of magnesium and beryllium,"Vazquez GJ, Magana LF",Revista Mexicana de Física,México,1998,Apr 1998,Apr 1998,"<Go to ISI>://000073153800001, 2, http://www.scopus.com/scopus/inward/record.url?eid=2-s2.0-20944445411&partnerID=40, 2"
11279,Alumina additions affect elastic properties of electrical porcelains,"Vazquez SB, Velazquez JCM, Gasga JR",American Ceramic Society Bulletin,Estados Unidos de América,1998,Apr 1998,Apr 1998,"<Go to ISI>://000072983800010, 3, http://www.scopus.com/scopus/inward/record.url?eid=2-s2.0-0032045980&partnerID=40, 6"
11368,Possibility of the existence of fully oxygenated superconducting YBaCuO films with a tetragonal structure,"Wong JCC, Lopez JG, Siejka J, Mercandalli LM, Bisaro R",Revista Mexicana de Física,México,1998,Apr 1998,Apr 1998,"<Go to ISI>://000073153800011, 0, http://www.scopus.com/scopus/inward/record.url?eid=2-s2.0-0032391338&partnerID=40, 0"
11334,IBA analysis of a possible therapeutic ancient tooth inlay,"Andrade E, Pineda JC, Zavala EP, Murillo G, Chavez R, Lazcurain R, Espinosa L, VIllanueva O",Nuclear Instruments & Methods in Physics Research Section B: Beam Interactions with Materials and Atoms,Holanda,1998,mar-98,mar-98,"<Go to ISI>://000074380400160, 6, http://www.scopus.com/scopus/inward/record.url?eid=2-s2.0-0032017603&partnerID=40, 6"
11300,Correlation between the Tl concentration depth profiles and the thallination time in Tl-Ba-Ca-Cu-O superconducting films,"Cheang-Wong JC, Jergel M, Andrade E, Falcony C, Morales A, Conde-Gallardo A",Nuclear Instruments & Methods in Physics Research Section B: Beam Interactions with Materials and Atoms,Holanda,1998,mar-98,mar-98,"<Go to ISI>://000074380400233, 1, http://www.scopus.com/scopus/inward/record.url?eid=2-s2.0-0032019468&partnerID=40, 1"
11295,Characterization of high nitrogen content carbon nitride thin films by RBS and infrared techniques,"Mendez JM, Gaona-Couto A, Andrade E, Pineda JC, Zavala EP, Muhl S",Nuclear Instruments & Methods in Physics Research Section B: Beam Interactions with Materials and Atoms,Holanda,1998,mar-98,mar-98,"<Go to ISI>://000074380400039, 7, http://www.scopus.com/scopus/inward/record.url?eid=2-s2.0-0032017651&partnerID=40, 8"
11320,Evolving few-ion clusters of Na and Cl,Michaelian K,American Journal of Physics,Estados Unidos de América,1998,mar-98,mar-98,"<Go to ISI>://000072291800011, 26, http://www.scopus.com/scopus/inward/record.url?eid=2-s2.0-0346703294&partnerID=40, 26"
11274,A study of atmospheric aerosols from five sites in Mexico city using PIXE,"Miranda J, Lopez-Suarez A, Paredes-Gutierrez R, Gonzalez S, de Lucio OG, Andrade E, Morales JR, Avila-Sobarzo MJ",Nuclear Instruments & Methods in Physics Research Section B: Beam Interactions with Materials and Atoms,Holanda,1998,mar-98,mar-98,"<Go to ISI>://000074380400172, 5, http://www.scopus.com/scopus/inward/record.url?eid=2-s2.0-0032017150&partnerID=40, 8"
11282,Analysis of Mexican obsidians by IBA techniques,"Murillo G, Policroniades R, Tenorio D, Mendez B, Andrade E, Pineda JC, Zavala EP, Torres JL",Nuclear Instruments & Methods in Physics Research Section B: Beam Interactions with Materials and Atoms,Holanda,1998,mar-98,mar-98,"<Go to ISI>://000074380400156, 0, http://www.scopus.com/scopus/inward/record.url?eid=2-s2.0-0032021209&partnerID=40, 0"
11367,PIXE and SEM studies of Tartesic gold artefacts,"Ontalba Salamanca, M.A., Demortier, G., Fernandez Gomez, F., Coquay, P., Ruvalcaba-Sil, J.-L., Respaldiza, M.A.",Nuclear Instruments & Methods in Physics Research Section B: Beam Interactions with Materials and Atoms,Holanda,1998,mar-98,mar-98,"<Go to ISI>://000074380400150, 4, http://www.scopus.com/scopus/inward/record.url?eid=2-s2.0-0032020884&partnerID=40, 9"
11397,Sub-monolayer phosphorus coverage measurements on CrCoTa/NiP hard disks using PIXE,"Rodriguez-Fernandez L, Lennard WN, Massoumi GR, Xia H, Huang LJ, Hung Y, Chang S",Nuclear Instruments & Methods in Physics Research Section B: Beam Interactions with Materials and Atoms,Holanda,1998,mar-98,mar-98,"<Go to ISI>://000074380400213, 4, http://www.scopus.com/scopus/inward/record.url?eid=2-s2.0-0032017528&partnerID=40, 3"
11366,PIXE analysis of proteins from a photochemical center,"Soli´s, C., Oliver, A., Andrade, E.",Nuclear Instruments & Methods in Physics Research Section B: Beam Interactions with Materials and Atoms,Holanda,1998,mar-98,mar-98,"<Go to ISI>://000074380400164, 2, http://www.scopus.com/scopus/inward/record.url?eid=2-s2.0-0032019284&partnerID=40, 2"
11341,Intruder states and their local effect on spectral statistics,"Flores J, Hernandez-Saldana H, Leyvraz F, Seligman TH",Journal of Physics A: Mathematical and Theoretical,Reino Unido,1998,feb-98,feb-98,"<Go to ISI>://000072104100003, 1, http://www.scopus.com/scopus/inward/record.url?eid=2-s2.0-0040348591&partnerID=40, 2"
11269,A generalized coincidence-site network model for grain boundaries,"Gomez A, Beltran L, Aragon JL, Romeu D",Scripta Materialia,Estados Unidos de América,1998,feb-98,feb-98,"<Go to ISI>://000072018900015, 8, http://www.scopus.com/scopus/inward/record.url?eid=2-s2.0-0032477622&partnerID=40, 8"
11416,Tl-based superconducting films prepared by spray pyrolysis and vacuum evaporation,"Jergel M, Chromik S, Strbik V, Hanic F, Benacka S, Falcony C, Conde-Gallardo A, Andrade E, Cheang-Wong JC",Journal of Superconductivity and Novel Magnetism,Estados Unidos de América,1998,feb-98,feb-98,"<Go to ISI>://000072407000019, 0, http://www.scopus.com/scopus/inward/record.url?eid=2-s2.0-0031996942&partnerID=40, 1"
11298,Constraints on finite soft supersymmetry-breaking terms,"Kobayashi T, Kubo J, Mondragon M, Zoupanos G",Nuclear Physics B,Estados Unidos de América,1998,feb-98,feb-98,"<Go to ISI>://000072212800003, 37, http://www.scopus.com/scopus/inward/record.url?eid=2-s2.0-0032472552&partnerID=40, 35"
11369,"Practical method to calibrate large arrays of detectors, the example of the HILI","Ortiz ME, Chavez-Lomeli E, Dacal A, Madani H, Suro J, del Campo JG, McConnell J, Shapira D",Revista Mexicana de Física,México,1998,feb-98,feb-98,"<Go to ISI>://000072162200012, 0, http://www.scopus.com/scopus/inward/record.url?eid=2-s2.0-0041851066&partnerID=40, 0"
11427,Volume fraction autocorrelation functions in a two-phase bubble column,"Salinas-Rodriguez E, Rodriguez RF, Soria A, Aquino N",International Journal of Multiphase Flow,Estados Unidos de América,1998,feb-98,feb-98,"<Go to ISI>://000071160600006, 5, http://www.scopus.com/scopus/inward/record.url?eid=2-s2.0-0032005582&partnerID=40, 4"
11352,Molecular electrostatic potentials and Mulliken charge populations of DNA mini-sequences,"Santamaria R, Cocho G, Corona L, Gonzalez E",Chemical Physics,Estados Unidos de América,1998,feb-98,feb-98,"<Go to ISI>://000072327300003, 4, http://www.scopus.com/scopus/inward/record.url?eid=2-s2.0-0032351452&partnerID=40, 5"
11394,Structure determination of small particles by HREM imaging: theory and experiment,"Ascencio JA, Gutierrez-Wing C, Espinosa ME, Marin M, Tehuacanero S, Zorrilla C, Jose-Yacaman M",Surface Science,Estados Unidos de América,1998,Jan 1998,Jan 1998,"<Go to ISI>://000072508300033, 74, http://www.scopus.com/scopus/inward/record.url?eid=2-s2.0-0031681066&partnerID=40, 73"
11299,Contribution of HRTEM to the characterization of silica-incorporated copper-oxide catalysts prepared by the sol-gel technique,"Benaissa M, Diaz G",Microscopy Research and Technique,Estados Unidos de América,1998,Jan 1998,Jan 1998,"<Go to ISI>://000071262300007, 1, http://www.scopus.com/scopus/inward/record.url?eid=2-s2.0-2642710060&partnerID=40, 1"
11405,Tetragonal nanophase stabilization in nondoped sol-gel zirconia prepared with different hydrolysis catalysts,"Bokhimi X, Morales A, Novaro O, Portilla M, Lopez T, Tzompantzi F, Gomez R",Journal of Solid State Chemistry,Estados Unidos de América,1998,Jan 1998,Jan 1998,"<Go to ISI>://000072523100003, 50, http://www.scopus.com/scopus/inward/record.url?eid=2-s2.0-0002013684&partnerID=40, 48"
11406,The Cooper pair dispersion relation,"Casas, M., Fujita, S., De Llano, M., Puente, A., Rigo, A., Soli´s, M.A.",Physica C-Superconductivity and its Applications,Estados Unidos de América,1998,Jan 1998,Jan 1998,"<Go to ISI>://000072796600009, 25, http://www.scopus.com/scopus/inward/record.url?eid=2-s2.0-0031704220&partnerID=40, 19"
11384,Schrodinger cat states in a Penning trap,"Castanos O, Hacyan S, Lopez-Pena R, Man'ko VI",Journal of Physics A: Mathematical and Theoretical,Reino Unido,1998,Jan 1998,Jan 1998,"<Go to ISI>://000071864300012, 3, http://www.scopus.com/scopus/inward/record.url?eid=2-s2.0-0039522008&partnerID=40, 3"
11381,"Reverse micelle systems composed of water, Triton X-100, and phospholipids in organic solvents - 2. Catalysis and thermostability of hexokinase","Ferna´ndez-Velasco, D.A., Rodri´guez, R.b , Vargas, S., De Go´mez-Puyou, M.T., Go´mez-Puyou, A.",Journal of Colloid and Interface Science,Estados Unidos de América,1998,Jan 1998,Jan 1998,"<Go to ISI>://000071945800004, 2, http://www.scopus.com/scopus/inward/record.url?eid=2-s2.0-0031854652&partnerID=40, 2"
11347,"Measurement of the thermoluminescent response (supralinearity and efficiency) of LiF : Mg,Ti exposed to 0.7 MeV protons","Gamboa-deBuen I, Ruiz C, Oliver A, Lopez K, Brandan ME",Nuclear Instruments & Methods in Physics Research Section B: Beam Interactions with Materials and Atoms,Holanda,1998,Jan 1998,Jan 1998,"<Go to ISI>://000071474800017, 21, http://www.scopus.com/scopus/inward/record.url?eid=2-s2.0-0031694991&partnerID=40, 17"
11273,A physical optics approach to kinematical diffraction,Gomez A,Microscopy Research and Technique,Estados Unidos de América,1998,Jan 1998,Jan 1998,"<Go to ISI>://000071262300005, 1, http://www.scopus.com/scopus/inward/record.url?eid=2-s2.0-2642674457&partnerID=40, 1"
