"cliente_nomenclatura","campaña_nomenclatura","llave_ventas","llave_unica_mp","versión","tipo_presupuesto","tipo_2","comentario","Año-Mes","mes_plan","campaña_nomenclatura","plataforma","fecha_inicio_plan","fecha_fin_plan","inicio_campaña","fin_campaña","costo_planeado","kpi_planeado","serving","inversión_plataforma","inversión_total","inversión_AdOps","Operativo_AdOps","Serving_AdOps","costo_operativo","semana","inicio_reporte","fin_reporte","inicio_campaña_reporte","fin_campaña_reporte","divisa","dinero_gastado","impresiones","clics","conversiones","revenue","llave_analytics","conversiones_directas","conversiones_asistidas","revenue_directo","revenue_asistido","total_conversiones","total_revenue","ultima_actualizacion"
"odcam-cr","hp","2003_odcam-cr_hp_pi_pfm_fb","2003_odcam-cr_hp_pi_pfm_fb_V1","V1","pi","pfm","información correcta, que tenemos en el mp y en las plataformas",2003,"Marzo","hp","Facebook","2020-03-10 0:00:00","2020-03-12 0:00:00","2020-03-12 0:00:00","2020-03-12 0:00:00",0.23,4318,0,972,972,972,972,0,0.23,"semana_10","2020-03-09 0:00:00","2020-03-16 0:00:00","2020-03-12 0:00:00","2020-03-12 0:00:00","MXN",7194,265060,1079,0,0,"2003_odcam-cr_hp_pi_pfm_fb_2020-03-09",0,0,0,0,0,0,"2020-04-30 10:32:07"
"odcam-cr","hp","2003_odcam-cr_hp_pi_pfm_sem","2003_odcam-cr_hp_pi_pfm_sem_V1","V1","pi","pfm","información correcta, que tenemos en el mp y en las plataformas",2003,"Marzo","hp","Google Search","2020-03-10 0:00:00","2020-03-12 0:00:00","2020-03-12 0:00:00","2020-03-12 0:00:00",0.7,347,0,243,243,243,243,0,0.7,"semana_10","2020-03-09 0:00:00","2020-03-16 0:00:00","2020-03-12 0:00:00","2020-03-12 0:00:00","USD",215,6240,441,0,0,"2003_odcam-cr_hp_pi_pfm_sem_2020-03-09",0,0,0,0,0,0,"2020-04-30 10:32:07"
"odcam-cr","hp","2003_odcam-cr_hp_pi_pfm_sem","2003_odcam-cr_hp_pi_pfm_sem_V1","V1","pi","pfm","información correcta, que tenemos en el mp y en las plataformas",2003,"Marzo","hp","Google Search","2020-03-10 0:00:00","2020-03-12 0:00:00","2020-03-12 0:00:00","2020-03-12 0:00:00",0,0,0,0,0,0,0,0,0,"semana_10","2020-03-09 0:00:00","2020-03-16 0:00:00","2020-03-12 0:00:00","2020-03-12 0:00:00","USD",215,6240,441,0,0,"2003_odcam-cr_hp_pi_pfm_sem_2020-03-09",0,0,0,0,0,0,"2020-04-30 10:32:07"
"petco","ao-ecomm","2001_petco_ao-ecomm_pi_pfm_fb","2001_petco_ao-ecomm_pi_pfm_fb_V4","V4","pi","pfm","información correcta, que tenemos en el mp y en las plataformas",2001,"Enero","ao-ecomm","Facebook","2020-01-01 0:00:00","2020-01-31 0:00:00","2019-12-30 0:00:00","2020-02-02 0:00:00",0,0,0,0,0,0,0,0,0,"semana_3","2020-01-17 0:00:00","2020-01-24 0:00:00","2020-01-17 0:00:00","2020-01-24 0:00:00","MXN",4811,282763,3497,0,0,"2001_petco_ao-ecomm_pi_pfm_fb_2020-01-17",0,0,0,0,0,0,"2020-04-30 10:32:07"
"petco","hills","2001_petco_hills_ppf_pfm_dsp","2001_petco_hills_ppf_pfm_dsp_V2","V2","ppf","pfm","información correcta, que tenemos en el mp y en las plataformas",2001,"Enero","hills","Programmatic","2020-01-08 0:00:00","2020-01-31 0:00:00","2020-01-08 0:00:00","2020-01-31 0:00:00",0,0,0,0,0,0,0,0,0,"semana_3","2020-01-17 0:00:00","2020-01-24 0:00:00","2020-01-17 0:00:00","2020-01-24 0:00:00","MXN",0,157855,148,23,"27,215","2001_petco_hills_ppf_pfm_dsp_2020-01-17",23,0,"27,215",0,0,0,"2020-04-30 10:32:07"
"petco","hills","2001_petco_hills_ppf_pfm_fb","2001_petco_hills_ppf_pfm_fb_V2","V2","ppf","pfm","información correcta, que tenemos en el mp y en las plataformas",2001,"Enero","hills","Facebook","2020-01-08 0:00:00","2020-01-31 0:00:00","2020-01-08 0:00:00","2020-01-31 0:00:00",0,0,0,0,0,0,0,0,0,"semana_3","2020-01-17 0:00:00","2020-01-24 0:00:00","2020-01-17 0:00:00","2020-01-24 0:00:00","MXN",4678,343213,1991,0,0,"2001_petco_hills_ppf_pfm_fb_2020-01-17",0,0,0,0,0,0,"2020-04-30 10:32:07"
"odcam-cr","institucionalacer","2002_odcam-cr_institucionalacer_pi_pfm_fb","2002_odcam-cr_institucionalacer_pi_pfm_fb_V1","V1","pi","pfm","información correcta, que tenemos en el mp y en las plataformas",2002,"Febrero","institucionalacer","Facebook","2020-02-13 0:00:00","2020-02-29 0:00:00","2020-02-18 0:00:00","2020-02-29 0:00:00",0.23,576,0,130,130,130,130,0,0.23,"semana_7","2020-02-17 0:00:00","2020-02-24 0:00:00","2020-02-18 0:00:00","2020-02-24 0:00:00","MXN",1399,103895,1040,0,0,"2002_odcam-cr_institucionalacer_pi_pfm_fb_2020-02-17",0,0,0,0,0,0,"2020-04-30 10:32:07"
"odcam-cr","institucionalacer","2002_odcam-cr_institucionalacer_pi_pfm_fb","2002_odcam-cr_institucionalacer_pi_pfm_fb_V1","V1","pi","pfm","información correcta, que tenemos en el mp y en las plataformas",2002,"Febrero","institucionalacer","Facebook","2020-02-13 0:00:00","2020-02-29 0:00:00","2020-02-18 0:00:00","2020-02-29 0:00:00",0,0,0,0,0,0,0,0,0,"semana_8","2020-02-25 0:00:00","2020-02-29 0:00:00","2020-02-25 0:00:00","2020-02-29 0:00:00","MXN",981,80340,677,0,0,"2002_odcam-cr_institucionalacer_pi_pfm_fb_2020-02-25",0,0,0,0,0,0,"2020-04-30 10:32:07"
"odcam-cr","institucionalacer","2002_odcam-cr_institucionalacer_pi_pfm_sem","2002_odcam-cr_institucionalacer_pi_pfm_sem_V1","V1","pi","pfm","información correcta, que tenemos en el mp y en las plataformas",2002,"Febrero","institucionalacer","Google Search","2020-02-13 0:00:00","2020-02-29 0:00:00","2020-02-18 0:00:00","2020-02-29 0:00:00",0.7,46,0,32,32,32,32,0,0.7,"semana_7","2020-02-17 0:00:00","2020-02-24 0:00:00","2020-02-18 0:00:00","2020-02-24 0:00:00","USD",18,979,50,0,0,"2002_odcam-cr_institucionalacer_pi_pfm_sem_2020-02-17",0,0,0,0,0,0,"2020-04-30 10:32:07"
"odcam-cr","institucionalacer","2002_odcam-cr_institucionalacer_pi_pfm_sem","2002_odcam-cr_institucionalacer_pi_pfm_sem_V1","V1","pi","pfm","información correcta, que tenemos en el mp y en las plataformas",2002,"Febrero","institucionalacer","Google Search","2020-02-13 0:00:00","2020-02-29 0:00:00","2020-02-18 0:00:00","2020-02-29 0:00:00",0,0,0,0,0,0,0,0,0,"semana_7","2020-02-17 0:00:00","2020-02-24 0:00:00","2020-02-18 0:00:00","2020-02-24 0:00:00","USD",18,979,50,0,0,"2002_odcam-cr_institucionalacer_pi_pfm_sem_2020-02-17",0,0,0,0,0,0,"2020-04-30 10:32:07"
"petco","hills","2001_petco_hills_ppf_pfm_sem","2001_petco_hills_ppf_pfm_sem_V2","V2","ppf","pfm","información correcta, que tenemos en el mp y en las plataformas",2001,"Enero","hills","Google Search","2020-01-08 0:00:00","2020-01-31 0:00:00","2019-04-24 0:00:00","2020-04-30 0:00:00",0,0,0,0,0,0,0,0,0,"semana_3","2020-01-17 0:00:00","2020-01-24 0:00:00","2020-01-17 0:00:00","2020-01-24 0:00:00","MXN",3969,55502,4141,0,0,"2001_petco_hills_ppf_pfm_sem_2020-01-17",0,0,0,0,0,0,"2020-04-30 10:32:07"
"petco","tiendacuitlahuac","2001_petco_tiendacuitlahuac_pi_mkt_fb","2001_petco_tiendacuitlahuac_pi_mkt_fb_V1","V1","pi","mkt","información correcta, que tenemos en el mp y en las plataformas",2001,"Enero","tiendacuitlahuac","Facebook","2020-01-22 0:00:00","2020-01-31 0:00:00","2020-01-23 0:00:00","2020-01-31 0:00:00",11.75,463943,0,"23000.00","23000.00","23000.00","23000.00",0,11.75,"semana_3","2020-01-17 0:00:00","2020-01-24 0:00:00","2020-01-23 0:00:00","2020-01-24 0:00:00","MXN",3834,815260,1852,0,0,"2001_petco_tiendacuitlahuac_pi_mkt_fb_2020-01-17",0,0,0,0,0,0,"2020-04-30 10:32:07"
"rs","ao-ecomm","2001_rs_ao-ecomm_pi_pfm_fb","2001_rs_ao-ecomm_pi_pfm_fb_V2","V2","pi","pfm","información correcta, que tenemos en el mp y en las plataformas",2001,"Enero","ao-ecomm","Facebook","2020-01-06 0:00:00","2020-01-31 0:00:00","2020-01-10 0:00:00","2020-01-31 0:00:00",0,0,0,0,0,0,0,0,0,"semana_3","2020-01-17 0:00:00","2020-01-24 0:00:00","2020-01-17 0:00:00","2020-01-24 0:00:00","MXN",6881,538661,15132,0,0,"2001_rs_ao-ecomm_pi_pfm_fb_2020-01-17",0,0,0,0,0,0,"2020-04-30 10:32:07"
"rs","ao-mkt","2001_rs_ao-mkt_pi_mkt_fb","2001_rs_ao-mkt_pi_mkt_fb_V2","V2","pi","mkt","información correcta, que tenemos en el mp y en las plataformas",2001,"Enero","ao-mkt","Facebook","2020-01-06 0:00:00","2020-01-31 0:00:00","2020-01-10 0:00:00","2020-01-31 0:00:00",0,0,0,0,0,0,0,0,0,"semana_3","2020-01-17 0:00:00","2020-01-24 0:00:00","2020-01-17 0:00:00","2020-01-24 0:00:00","MXN",6906,480602,10401,0,0,"2001_rs_ao-mkt_pi_mkt_fb_2020-01-17",0,0,0,0,0,0,"2020-04-30 10:32:07"
"rs","izettle","2001_rs_izettle_ppf_pfm_dsp","2001_rs_izettle_ppf_pfm_dsp_V2","V2","ppf","pfm","información correcta, que tenemos en el mp y en las plataformas",2001,"Enero","izettle","Programmatic","2020-01-08 0:00:00","2020-01-31 0:00:00","2020-01-09 0:00:00","2020-01-31 0:00:00",0,0,0,0,0,0,0,0,0,"semana_3","2020-01-17 0:00:00","2020-01-24 0:00:00","2020-01-17 0:00:00","2020-01-24 0:00:00","MXN",0,133943,120,0,0,"2001_rs_izettle_ppf_pfm_dsp_2020-01-17",0,0,0,0,0,0,"2020-04-30 10:32:07"
"rs","izettle","2001_rs_izettle_ppf_pfm_fb","2001_rs_izettle_ppf_pfm_fb_V2","V2","ppf","pfm","información correcta, que tenemos en el mp y en las plataformas",2001,"Enero","izettle","Facebook","2020-01-08 0:00:00","2020-01-31 0:00:00","2020-01-09 0:00:00","2020-01-31 0:00:00",0,0,0,0,0,0,0,0,0,"semana_3","2020-01-17 0:00:00","2020-01-24 0:00:00","2020-01-17 0:00:00","2020-01-24 0:00:00","MXN",3260,161796,783,0,0,"2001_rs_izettle_ppf_pfm_fb_2020-01-17",0,0,0,0,0,0,"2020-04-30 10:32:07"
"odcam-cr","lenovo","2004_odcam-cr_lenovo_pi_pfm_fb","2004_odcam-cr_lenovo_pi_pfm_fb_V1","V1","pi","pfm","información correcta, que tenemos en el mp y en las plataformas",2004,"Abril","lenovo","Facebook","2020-04-15 0:00:00","2020-04-30 0:00:00","2020-04-15 0:00:00","2020-04-30 0:00:00",0.23,4318,0,972,972,972,972,0,0.23,"semana_14","2020-04-09 0:00:00","2020-04-16 0:00:00","2020-04-15 0:00:00","2020-04-16 0:00:00","MXN",2167,194918,2288,0,0,"2004_odcam-cr_lenovo_pi_pfm_fb_2020-04-09",0,0,0,0,0,0,"2020-04-30 10:32:07"
"odcam-cr","lenovo","2004_odcam-cr_lenovo_pi_pfm_fb","2004_odcam-cr_lenovo_pi_pfm_fb_V1","V1","pi","pfm","información correcta, que tenemos en el mp y en las plataformas",2004,"Abril","lenovo","Facebook","2020-04-15 0:00:00","2020-04-30 0:00:00","2020-04-15 0:00:00","2020-04-30 0:00:00",0,0,0,0,0,0,0,0,0,"semana_15","2020-04-17 0:00:00","2020-04-24 0:00:00","2020-04-17 0:00:00","2020-04-24 0:00:00","MXN",11072,1013925,7350,0,0,"2004_odcam-cr_lenovo_pi_pfm_fb_2020-04-17",0,0,0,0,0,0,"2020-04-30 10:32:07"
"odcam-cr","lenovo","2004_odcam-cr_lenovo_pi_pfm_sem","2004_odcam-cr_lenovo_pi_pfm_sem_V1","V1","pi","pfm","información correcta, que tenemos en el mp y en las plataformas",2004,"Abril","lenovo","Google Search","2020-04-15 0:00:00","2020-04-30 0:00:00","2020-04-15 0:00:00","2020-04-30 0:00:00",0.7,347,0,243,243,243,243,0,0.7,"semana_14","2020-04-09 0:00:00","2020-04-16 0:00:00","2020-04-15 0:00:00","2020-04-16 0:00:00","USD",19,295,33,0,0,"2004_odcam-cr_lenovo_pi_pfm_sem_2020-04-09",0,0,0,0,0,0,"2020-04-30 10:32:07"
"odcam-cr","lenovo","2004_odcam-cr_lenovo_pi_pfm_sem","2004_odcam-cr_lenovo_pi_pfm_sem_V1","V1","pi","pfm","información correcta, que tenemos en el mp y en las plataformas",2004,"Abril","lenovo","Google Search","2020-04-15 0:00:00","2020-04-30 0:00:00","2020-04-15 0:00:00","2020-04-30 0:00:00",0,0,0,0,0,0,0,0,0,"semana_14","2020-04-09 0:00:00","2020-04-16 0:00:00","2020-04-15 0:00:00","2020-04-16 0:00:00","USD",19,295,33,0,0,"2004_odcam-cr_lenovo_pi_pfm_sem_2020-04-09",0,0,0,0,0,0,"2020-04-30 10:32:07"
"odcam-cr","lenovo","2004_odcam-cr_lenovo_pi_pfm_sem","2004_odcam-cr_lenovo_pi_pfm_sem_V1","V1","pi","pfm","información correcta, que tenemos en el mp y en las plataformas",2004,"Abril","lenovo","Google Search","2020-04-15 0:00:00","2020-04-30 0:00:00","2020-04-15 0:00:00","2020-04-30 0:00:00",0,0,0,0,0,0,0,0,0,"semana_15","2020-04-17 0:00:00","2020-04-24 0:00:00","2020-04-17 0:00:00","2020-04-24 0:00:00","USD",70,4337,423,0,0,"2004_odcam-cr_lenovo_pi_pfm_sem_2020-04-17",0,0,0,0,0,0,"2020-04-30 10:32:07"
"odcam-cr","lenovo","2004_odcam-cr_lenovo_pi_pfm_sem","2004_odcam-cr_lenovo_pi_pfm_sem_V1","V1","pi","pfm","información correcta, que tenemos en el mp y en las plataformas",2004,"Abril","lenovo","Google Search","2020-04-15 0:00:00","2020-04-30 0:00:00","2020-04-15 0:00:00","2020-04-30 0:00:00",0,0,0,0,0,0,0,0,0,"semana_15","2020-04-17 0:00:00","2020-04-24 0:00:00","2020-04-17 0:00:00","2020-04-24 0:00:00","USD",70,4337,423,0,0,"2004_odcam-cr_lenovo_pi_pfm_sem_2020-04-17",0,0,0,0,0,0,"2020-04-30 10:32:07"
"odcam-cr","onlinehp","2002_odcam-cr_onlinehp_pi_pfm_fb","2002_odcam-cr_onlinehp_pi_pfm_fb_V2","V2","pi","pfm","información correcta, que tenemos en el mp y en las plataformas",2002,"Febrero","onlinehp","Facebook","2020-02-14 0:00:00","2020-02-23 0:00:00","2020-02-14 0:00:00","2020-02-23 0:00:00",0.23,8636,0,"1943.04","1943.04","1943.04","1943.04",0,0.23,"semana_6","2020-02-09 0:00:00","2020-02-16 0:00:00","2020-02-14 0:00:00","2020-02-16 0:00:00","MXN",7271,493214,5821,0,0,"2002_odcam-cr_onlinehp_pi_pfm_fb_2020-02-09",0,0,0,0,0,0,"2020-04-30 10:32:07"
"odcam-cr","onlinehp","2002_odcam-cr_onlinehp_pi_pfm_fb","2002_odcam-cr_onlinehp_pi_pfm_fb_V2","V2","pi","pfm","información correcta, que tenemos en el mp y en las plataformas",2002,"Febrero","onlinehp","Facebook","2020-02-14 0:00:00","2020-02-23 0:00:00","2020-02-14 0:00:00","2020-02-23 0:00:00",0,0,0,0,0,0,0,0,0,"semana_7","2020-02-17 0:00:00","2020-02-24 0:00:00","2020-02-17 0:00:00","2020-02-23 0:00:00","MXN",25929,1668276,11903,0,0,"2002_odcam-cr_onlinehp_pi_pfm_fb_2020-02-17",0,0,0,0,0,0,"2020-04-30 10:32:07"
"odcam-cr","onlinehp","2002_odcam-cr_onlinehp_pi_pfm_sem","2002_odcam-cr_onlinehp_pi_pfm_sem_V2","V2","pi","pfm","información correcta, que tenemos en el mp y en las plataformas",2002,"Febrero","onlinehp","Google Search","2020-02-14 0:00:00","2020-02-23 0:00:00","2020-02-14 0:00:00","2020-02-23 0:00:00",0.7,694,0,486,486,486,486,0,0.7,"semana_6","2020-02-09 0:00:00","2020-02-16 0:00:00","2020-02-14 0:00:00","2020-02-16 0:00:00","USD",74,1914,102,0,0,"2002_odcam-cr_onlinehp_pi_pfm_sem_2020-02-09",0,0,0,0,0,0,"2020-04-30 10:32:07"
"odcam-cr","onlinehp","2002_odcam-cr_onlinehp_pi_pfm_sem","2002_odcam-cr_onlinehp_pi_pfm_sem_V2","V2","pi","pfm","información correcta, que tenemos en el mp y en las plataformas",2002,"Febrero","onlinehp","Google Search","2020-02-14 0:00:00","2020-02-23 0:00:00","2020-02-14 0:00:00","2020-02-23 0:00:00",0,0,0,0,0,0,0,0,0,"semana_6","2020-02-09 0:00:00","2020-02-16 0:00:00","2020-02-14 0:00:00","2020-02-16 0:00:00","USD",74,1914,102,0,0,"2002_odcam-cr_onlinehp_pi_pfm_sem_2020-02-09",0,0,0,0,0,0,"2020-04-30 10:32:07"
"odcam-cr","onlinehp","2002_odcam-cr_onlinehp_pi_pfm_sem","2002_odcam-cr_onlinehp_pi_pfm_sem_V2","V2","pi","pfm","información correcta, que tenemos en el mp y en las plataformas",2002,"Febrero","onlinehp","Google Search","2020-02-14 0:00:00","2020-02-23 0:00:00","2020-02-14 0:00:00","2020-02-23 0:00:00",0,0,0,0,0,0,0,0,0,"semana_7","2020-02-17 0:00:00","2020-02-24 0:00:00","2020-02-17 0:00:00","2020-02-23 0:00:00","USD",226,7545,357,0,0,"2002_odcam-cr_onlinehp_pi_pfm_sem_2020-02-17",0,0,0,0,0,0,"2020-04-30 10:32:07"
"odcam-cr","onlinehp","2002_odcam-cr_onlinehp_pi_pfm_sem","2002_odcam-cr_onlinehp_pi_pfm_sem_V2","V2","pi","pfm","información correcta, que tenemos en el mp y en las plataformas",2002,"Febrero","onlinehp","Google Search","2020-02-14 0:00:00","2020-02-23 0:00:00","2020-02-14 0:00:00","2020-02-23 0:00:00",0,0,0,0,0,0,0,0,0,"semana_7","2020-02-17 0:00:00","2020-02-24 0:00:00","2020-02-17 0:00:00","2020-02-23 0:00:00","USD",226,7545,357,0,0,"2002_odcam-cr_onlinehp_pi_pfm_sem_2020-02-17",0,0,0,0,0,0,"2020-04-30 10:32:07"
"rs","izettle","2001_rs_izettle_ppf_pfm_sem","2001_rs_izettle_ppf_pfm_sem_V2","V2","ppf","pfm","información correcta, que tenemos en el mp y en las plataformas",2001,"Enero","izettle","Google Search","2020-01-08 0:00:00","2020-01-31 0:00:00","2019-03-25 0:00:00","2020-04-30 0:00:00",0,0,0,0,0,0,0,0,0,"semana_3","2020-01-17 0:00:00","2020-01-24 0:00:00","2020-01-17 0:00:00","2020-01-24 0:00:00","MXN",1282,8328,568,0,0,"2001_rs_izettle_ppf_pfm_sem_2020-01-17",0,0,0,0,0,0,"2020-04-30 10:32:07"
"rs","payclip","2001_rs_payclip_ppf_pfm_fb","2001_rs_payclip_ppf_pfm_fb_V1","V1","ppf","pfm","información correcta, que tenemos en el mp y en las plataformas",2001,"Enero","payclip","Facebook","2020-01-20 0:00:00","2020-01-31 0:00:00","2020-01-20 0:00:00","2020-01-31 0:00:00",4,1380,0,"5520.00","5520.00",0,0,0,0,"semana_3","2020-01-17 0:00:00","2020-01-24 0:00:00","2020-01-20 0:00:00","2020-01-24 0:00:00","MXN",1519,143205,451,0,0,"2001_rs_payclip_ppf_pfm_fb_2020-01-17",0,0,0,0,0,0,"2020-04-30 10:32:07"
"rs","payclip","2001_rs_payclip_ppf_pfm_sem","2001_rs_payclip_ppf_pfm_sem_V1","V1","ppf","pfm","información correcta, que tenemos en el mp y en las plataformas",2001,"Enero","payclip","Google Search","2020-01-20 0:00:00","2020-01-31 0:00:00","2019-01-22 0:00:00","2020-03-31 0:00:00",9,307,0,"2760.00","2760.00",0,0,0,0,"semana_3","2020-01-17 0:00:00","2020-01-24 0:00:00","2020-01-17 0:00:00","2020-01-24 0:00:00","MXN",1221,4754,243,0,0,"2001_rs_payclip_ppf_pfm_sem_2020-01-17",0,0,0,0,0,0,"2020-04-30 10:32:07"
"rs","payclipenero","2001_rs_payclipenero_ppf_pfm_dsp","2001_rs_payclipenero_ppf_pfm_dsp_V1","V1","ppf","pfm","información correcta, que tenemos en el mp y en las plataformas",2001,"Enero","payclipenero","Programmatic","2020-01-20 0:00:00","2020-01-31 0:00:00","2020-01-20 0:00:00","2020-01-31 0:00:00",36.25,146929,193.95,"5326.05","5520.00",0,0,0,0,"semana_3","2020-01-17 0:00:00","2020-01-24 0:00:00","2020-01-20 0:00:00","2020-01-24 0:00:00","MXN",3412,94133,73,0,0,"2001_rs_payclipenero_ppf_pfm_dsp_2020-01-17",0,0,0,0,0,0,"2020-04-30 10:32:07"
"rs","pfm","2001_rs_pfm_reyes_1-6enero_dsp","2001_rs_pfm_reyes_1-6enero_dsp_V3","V3","reyes","1-6enero","información correcta, que tenemos en el mp y en las plataformas",2001,"Enero","pfm","Programmatic","2020-01-01 0:00:00","2020-01-05 0:00:00","2020-01-01 0:00:00","2020-01-06 0:00:00",0,0,0,0,0,0,0,0,0,"semana_3","2020-01-17 0:00:00","2020-01-24 0:00:00","2020-01-17 0:00:00","2019-11-03 0:00:00","MXN",0,2,0,6,"6,728","2001_rs_pfm_reyes_1-6enero_dsp_2020-01-17",0,6,0,"6,728",0,0,"2020-04-30 10:32:07"
"rs","promosfindesemana","2001_rs_promosfindesemana_pi_mkt_fb","2001_rs_promosfindesemana_pi_mkt_fb_V1","V1","pi","mkt","información correcta, que tenemos en el mp y en las plataformas",2001,"Enero","promosfindesemana","Facebook","2020-01-17 0:00:00","2020-01-19 0:00:00","2020-01-17 0:00:00","2020-01-19 0:00:00",4,2300,0,"9200.00","9200.00","9200.00","9200.00",0,4,"semana_3","2020-01-17 0:00:00","2020-01-24 0:00:00","2020-01-17 0:00:00","2020-01-19 0:00:00","MXN",9200,767404,10447,0,0,"2001_rs_promosfindesemana_pi_mkt_fb_2020-01-17",0,0,0,0,0,0,"2020-04-30 10:32:07"
"odcam-gt","4x40","2002_odcam-gt_4x40_pi_pfm_fb","2002_odcam-gt_4x40_pi_pfm_fb_V1","V1","pi","pfm","información correcta, que tenemos en el mp y en las plataformas",2002,"Febrero","4x40","Facebook","2020-02-06 0:00:00","2020-02-09 0:00:00","2020-02-06 0:00:00","2020-02-09 0:00:00",0.23,1439,0,324,324,324,324,0,0.23,"semana_5","2020-02-01 0:00:00","2020-02-08 0:00:00","2020-02-06 0:00:00","2020-02-08 0:00:00","MXN",4448,602598,5434,0,0,"2002_odcam-gt_4x40_pi_pfm_fb_2020-02-01",0,0,0,0,0,0,"2020-04-30 10:32:07"
"odcam-gt","4x40","2002_odcam-gt_4x40_pi_pfm_fb","2002_odcam-gt_4x40_pi_pfm_fb_V1","V1","pi","pfm","información correcta, que tenemos en el mp y en las plataformas",2002,"Febrero","4x40","Facebook","2020-02-06 0:00:00","2020-02-09 0:00:00","2020-02-06 0:00:00","2020-02-09 0:00:00",0,0,0,0,0,0,0,0,0,"semana_6","2020-02-09 0:00:00","2020-02-16 0:00:00","2020-02-09 0:00:00","2020-02-09 0:00:00","MXN",1102,178559,1398,0,0,"2002_odcam-gt_4x40_pi_pfm_fb_2020-02-09",0,0,0,0,0,0,"2020-04-30 10:32:07"
"odcam-gt","4x40","2002_odcam-gt_4x40_pi_pfm_sem","2002_odcam-gt_4x40_pi_pfm_sem_V1","V1","pi","pfm","información correcta, que tenemos en el mp y en las plataformas",2002,"Febrero","4x40","Google Search","2020-02-06 0:00:00","2020-02-09 0:00:00","2020-02-06 0:00:00","2020-02-09 0:00:00",0.7,116,0,81,81,81,81,0,0.7,"semana_5","2020-02-01 0:00:00","2020-02-08 0:00:00","2020-02-06 0:00:00","2020-02-08 0:00:00","USD",51,2343,806,0,0,"2002_odcam-gt_4x40_pi_pfm_sem_2020-02-01",0,0,0,0,0,0,"2020-04-30 10:32:07"
"odcam-gt","4x40","2002_odcam-gt_4x40_pi_pfm_sem","2002_odcam-gt_4x40_pi_pfm_sem_V1","V1","pi","pfm","información correcta, que tenemos en el mp y en las plataformas",2002,"Febrero","4x40","Google Search","2020-02-06 0:00:00","2020-02-09 0:00:00","2020-02-06 0:00:00","2020-02-09 0:00:00",0,0,0,0,0,0,0,0,0,"semana_5","2020-02-01 0:00:00","2020-02-08 0:00:00","2020-02-06 0:00:00","2020-02-08 0:00:00","USD",51,2343,806,0,0,"2002_odcam-gt_4x40_pi_pfm_sem_2020-02-01",0,0,0,0,0,0,"2020-04-30 10:32:07"
"odcam-gt","4x40","2002_odcam-gt_4x40_pi_pfm_sem","2002_odcam-gt_4x40_pi_pfm_sem_V1","V1","pi","pfm","información correcta, que tenemos en el mp y en las plataformas",2002,"Febrero","4x40","Google Search","2020-02-06 0:00:00","2020-02-09 0:00:00","2020-02-06 0:00:00","2020-02-09 0:00:00",0,0,0,0,0,0,0,0,0,"semana_6","2020-02-09 0:00:00","2020-02-16 0:00:00","2020-02-09 0:00:00","2020-02-09 0:00:00","USD",17,1188,303,0,0,"2002_odcam-gt_4x40_pi_pfm_sem_2020-02-09",0,0,0,0,0,0,"2020-04-30 10:32:07"
"odcam-gt","4x40","2002_odcam-gt_4x40_pi_pfm_sem","2002_odcam-gt_4x40_pi_pfm_sem_V1","V1","pi","pfm","información correcta, que tenemos en el mp y en las plataformas",2002,"Febrero","4x40","Google Search","2020-02-06 0:00:00","2020-02-09 0:00:00","2020-02-06 0:00:00","2020-02-09 0:00:00",0,0,0,0,0,0,0,0,0,"semana_6","2020-02-09 0:00:00","2020-02-16 0:00:00","2020-02-09 0:00:00","2020-02-09 0:00:00","USD",17,1188,303,0,0,"2002_odcam-gt_4x40_pi_pfm_sem_2020-02-09",0,0,0,0,0,0,"2020-04-30 10:32:07"
"sodexo","incrementosalarial","2001_sodexo_incrementosalarial_pi_mkt_fb","2001_sodexo_incrementosalarial_pi_mkt_fb_V5","V5","pi","mkt","información correcta, que tenemos en el mp y en las plataformas",2001,"Enero","incrementosalarial","Facebook","2020-01-06 0:00:00","2020-01-31 0:00:00","2020-01-15 0:00:00","2020-01-31 0:00:00",0,0,0,0,0,0,0,0,0,"semana_3","2020-01-17 0:00:00","2020-01-24 0:00:00","2020-01-17 0:00:00","2020-01-24 0:00:00","MXN",4194,440193,3384,0,0,"2001_sodexo_incrementosalarial_pi_mkt_fb_2020-01-17",0,0,0,0,0,0,"2020-04-30 10:32:07"
"ths","ao-ecomm","2001_ths_ao-ecomm_pi_pfm_dsp","2001_ths_ao-ecomm_pi_pfm_dsp_V2","V2","pi","pfm","información correcta, que tenemos en el mp y en las plataformas",2001,"Enero","ao-ecomm","Programmatic","2020-01-01 0:00:00","2020-01-08 0:00:00","2020-01-09 0:00:00","2020-01-31 0:00:00",0,0,0,0,0,0,0,0,0,"semana_3","2020-01-17 0:00:00","2020-01-24 0:00:00","2020-01-17 0:00:00","2019-12-31 0:00:00","MXN",0,271925,233,6,"9,426","2001_ths_ao-ecomm_pi_pfm_dsp_2020-01-17",0,6,0,"9,426",0,0,"2020-04-30 10:32:07"
