"cliente_nomenclatura","campaña_nomenclatura","llave_ventas","llave_unica_mp","versión","tipo_presupuesto","tipo_2","comentario","Año-Mes","mes_plan","campaña_nomenclatura","plataforma","fecha_inicio_plan","fecha_fin_plan","inicio_campaña","fin_campaña","costo_planeado","kpi_planeado","serving","inversión_plataforma","inversión_total","inversión_AdOps","Operativo_AdOps","Serving_AdOps","costo_operativo","semana","inicio_reporte","fin_reporte","inicio_campaña_reporte","fin_campaña_reporte","divisa","dinero_gastado","impresiones","clics","conversiones","revenue","llave_analytics","conversiones_directas","conversiones_asistidas","revenue_directo","revenue_asistido","total_conversiones","total_revenue","ultima_actualizacion"
"gwep","parquehacienda","2001_gwep_parquehacienda_pi_pfm_fb","2001_gwep_parquehacienda_pi_pfm_fb_V2","V2","pi","pfm","información correcta, que tenemos en el mp y en las plataformas",2001,"Enero","parquehacienda","Facebook","2020-01-01 0:00:00","2020-01-31 0:00:00","2019-12-06 0:00:00","2020-01-31 0:00:00",6,1333,0,"8000.00","8000.00","8000.00","8000.00",0,6,"semana_1","2020-01-01 0:00:00","2020-01-08 0:00:00","2020-01-01 0:00:00","2020-01-08 0:00:00","MXN",1411,7431,78,0,0,"2001_gwep_parquehacienda_pi_pfm_fb_2020-01-01",0,0,0,0,0,0,"2020-04-30 10:32:07"
"gwep","parquehacienda","2001_gwep_parquehacienda_pi_pfm_sem","2001_gwep_parquehacienda_pi_pfm_sem_V2","V2","pi","pfm","información correcta, que tenemos en el mp y en las plataformas",2001,"Enero","parquehacienda","Google Search","2020-01-01 0:00:00","2020-01-31 0:00:00","2019-12-01 0:00:00","2020-01-31 0:00:00",10,1000,0,"10000.00","10000.00","10000.00","10000.00",0,10,"semana_1","2020-01-01 0:00:00","2020-01-08 0:00:00","2020-01-01 0:00:00","2020-01-08 0:00:00","MXN",833,3069,124,0,0,"2001_gwep_parquehacienda_pi_pfm_sem_2020-01-01",0,0,0,0,0,0,"2020-04-30 10:32:07"
"gwep","reservadelsur","2001_gwep_reservadelsur_pi_pfm_dsp","2001_gwep_reservadelsur_pi_pfm_dsp_V2","V2","pi","pfm","información correcta, que tenemos en el mp y en las plataformas",2001,"Enero","reservadelsur","Programmatic","2020-01-01 0:00:00","2020-01-31 0:00:00","2020-01-07 0:00:00","2020-01-31 0:00:00",34.56,111492,147.17,"3852.83","4000.00","2600.00","2452.83",147.17,22,"semana_1","2020-01-01 0:00:00","2020-01-08 0:00:00","2020-01-07 0:00:00","2020-01-08 0:00:00","MXN",866,25057,17,0,0,"2001_gwep_reservadelsur_pi_pfm_dsp_2020-01-01",0,0,0,0,0,0,"2020-04-30 10:32:07"
"gwep","reservadelsur","2001_gwep_reservadelsur_pi_pfm_fb","2001_gwep_reservadelsur_pi_pfm_fb_V2","V2","pi","pfm","información correcta, que tenemos en el mp y en las plataformas",2001,"Enero","reservadelsur","Facebook","2020-01-01 0:00:00","2020-01-31 0:00:00","2019-12-06 0:00:00","2020-01-31 0:00:00",6,1667,0,"10000.00","10000.00","10000.00","10000.00",0,6,"semana_1","2020-01-01 0:00:00","2020-01-08 0:00:00","2020-01-01 0:00:00","2020-01-08 0:00:00","MXN",1522,18478,129,0,0,"2001_gwep_reservadelsur_pi_pfm_fb_2020-01-01",0,0,0,0,0,0,"2020-04-30 10:32:07"
"gicsa","forumcuernavaca","2002_gicsa_forumcuernavaca_pi_mkt_fb","2002_gicsa_forumcuernavaca_pi_mkt_fb_V2","V2","pi","mkt","información correcta, que tenemos en el mp y en las plataformas",2002,"Febrero","forumcuernavaca","Facebook","2020-02-01 0:00:00","2020-02-28 0:00:00","2020-02-01 0:00:00","2020-02-29 0:00:00",2.95,29459,0,"32680.00","32680.00","32680.00","32680.00",0,2.95,"semana_5","2020-02-01 0:00:00","2020-02-08 0:00:00","2020-02-01 0:00:00","2020-02-08 0:00:00","MXN",8456,1617506,1553,0,0,"2002_gicsa_forumcuernavaca_pi_mkt_fb_2020-02-01",0,0,0,0,0,0,"2020-04-30 10:32:07"
"gicsa","forumcuernavaca","2002_gicsa_forumcuernavaca_pi_mkt_fb","2002_gicsa_forumcuernavaca_pi_mkt_fb_V2","V2","pi","mkt","información correcta, que tenemos en el mp y en las plataformas",2002,"Febrero","forumcuernavaca","Facebook","2020-02-01 0:00:00","2020-02-28 0:00:00","2020-02-01 0:00:00","2020-02-29 0:00:00",0,0,0,0,0,0,0,0,0,"semana_6","2020-02-09 0:00:00","2020-02-16 0:00:00","2020-02-09 0:00:00","2020-02-16 0:00:00","MXN",10546,1152330,992,0,0,"2002_gicsa_forumcuernavaca_pi_mkt_fb_2020-02-09",0,0,0,0,0,0,"2020-04-30 10:32:07"
"gicsa","forumcuernavaca","2002_gicsa_forumcuernavaca_pi_mkt_fb","2002_gicsa_forumcuernavaca_pi_mkt_fb_V2","V2","pi","mkt","información correcta, que tenemos en el mp y en las plataformas",2002,"Febrero","forumcuernavaca","Facebook","2020-02-01 0:00:00","2020-02-28 0:00:00","2020-02-01 0:00:00","2020-02-29 0:00:00",0,0,0,0,0,0,0,0,0,"semana_7","2020-02-17 0:00:00","2020-02-24 0:00:00","2020-02-17 0:00:00","2020-02-24 0:00:00","MXN",7516,864694,360,0,0,"2002_gicsa_forumcuernavaca_pi_mkt_fb_2020-02-17",0,0,0,0,0,0,"2020-04-30 10:32:07"
"gicsa","forumcuernavaca","2002_gicsa_forumcuernavaca_pi_mkt_fb","2002_gicsa_forumcuernavaca_pi_mkt_fb_V2","V2","pi","mkt","información correcta, que tenemos en el mp y en las plataformas",2002,"Febrero","forumcuernavaca","Facebook","2020-02-01 0:00:00","2020-02-28 0:00:00","2020-02-01 0:00:00","2020-03-05 0:00:00",0,0,0,0,0,0,0,0,0,"semana_8","2020-02-25 0:00:00","2020-02-29 0:00:00","2020-02-25 0:00:00","2020-02-29 0:00:00","MXN",5258,525593,454,0,0,"2002_gicsa_forumcuernavaca_pi_mkt_fb_2020-02-25",0,0,0,0,0,0,"2020-04-30 10:32:07"
"gicsa","forumcuernavaca","2002_gicsa_forumcuernavaca_pi_mkt_fb","2002_gicsa_forumcuernavaca_pi_mkt_fb_V2","V2","pi","mkt","información correcta, que tenemos en el mp y en las plataformas",2002,"Febrero","forumcuernavaca","Facebook","2020-02-01 0:00:00","2020-02-28 0:00:00","2020-02-26 0:00:00","2020-03-05 0:00:00",0,0,0,0,0,0,0,0,0,"semana_9","2020-03-01 0:00:00","2020-03-08 0:00:00","2020-03-01 0:00:00","2020-03-05 0:00:00","MXN",753,96673,226,0,0,"2002_gicsa_forumcuernavaca_pi_mkt_fb_2020-03-01",0,0,0,0,0,0,"2020-04-30 10:32:07"
"gicsa","forumcuernavaca","2002_gicsa_forumcuernavaca_pi_mkt_sem","2002_gicsa_forumcuernavaca_pi_mkt_sem_V2","V2","pi","mkt","información correcta, que tenemos en el mp y en las plataformas",2002,"Febrero","forumcuernavaca","Google Search","2020-02-01 0:00:00","2020-02-28 0:00:00","2019-09-06 0:00:00","2020-03-31 0:00:00",12,716,0,"8600.00","8600.00","8600.00","8600.00",0,12,"semana_5","2020-02-01 0:00:00","2020-02-08 0:00:00","2020-02-01 0:00:00","2020-02-08 0:00:00","MXN",592,168,10,0,0,"2002_gicsa_forumcuernavaca_pi_mkt_sem_2020-02-01",0,0,0,0,0,0,"2020-04-30 10:32:07"
"gicsa","forumcuernavaca","2003_gicsa_forumcuernavaca_pi_mkt_fb","2003_gicsa_forumcuernavaca_pi_mkt_fb_V1","V1","pi","mkt","información correcta, que tenemos en el mp y en las plataformas",2003,"Marzo","forumcuernavaca","Facebook","2020-03-01 0:00:00","2020-03-31 0:00:00","2020-03-02 0:00:00","2020-03-31 0:00:00",2.95,29459,0,"32680.00","32680.00","32680.00","32680.00",0,2.95,"semana_9","2020-03-01 0:00:00","2020-03-08 0:00:00","2020-03-02 0:00:00","2020-03-08 0:00:00","MXN",7217,1407735,159,0,0,"2003_gicsa_forumcuernavaca_pi_mkt_fb_2020-03-01",0,0,0,0,0,0,"2020-04-30 10:32:07"
"gicsa","forumcuernavaca","2003_gicsa_forumcuernavaca_pi_mkt_fb","2003_gicsa_forumcuernavaca_pi_mkt_fb_V1","V1","pi","mkt","información correcta, que tenemos en el mp y en las plataformas",2003,"Marzo","forumcuernavaca","Facebook","2020-03-01 0:00:00","2020-03-31 0:00:00","2020-03-02 0:00:00","2020-03-31 0:00:00",0,0,0,0,0,0,0,0,0,"semana_10","2020-03-09 0:00:00","2020-03-16 0:00:00","2020-03-09 0:00:00","2020-03-16 0:00:00","MXN",10714,1670068,900,0,0,"2003_gicsa_forumcuernavaca_pi_mkt_fb_2020-03-09",0,0,0,0,0,0,"2020-04-30 10:32:07"
"gicsa","forumcuernavaca","2003_gicsa_forumcuernavaca_pi_mkt_fb","2003_gicsa_forumcuernavaca_pi_mkt_fb_V1","V1","pi","mkt","información correcta, que tenemos en el mp y en las plataformas",2003,"Marzo","forumcuernavaca","Facebook","2020-03-01 0:00:00","2020-03-31 0:00:00","2020-03-02 0:00:00","2020-03-31 0:00:00",0,0,0,0,0,0,0,0,0,"semana_11","2020-03-17 0:00:00","2020-03-24 0:00:00","2020-03-17 0:00:00","2020-03-24 0:00:00","MXN",6075,1209527,282,0,0,"2003_gicsa_forumcuernavaca_pi_mkt_fb_2020-03-17",0,0,0,0,0,0,"2020-04-30 10:32:07"
"gicsa","forumcuernavaca","2003_gicsa_forumcuernavaca_pi_mkt_fb","2003_gicsa_forumcuernavaca_pi_mkt_fb_V1","V1","pi","mkt","información correcta, que tenemos en el mp y en las plataformas",2003,"Marzo","forumcuernavaca","Facebook","2020-03-01 0:00:00","2020-03-31 0:00:00","2020-03-19 0:00:00","2020-04-03 0:00:00",0,0,0,0,0,0,0,0,0,"semana_12","2020-03-25 0:00:00","2020-03-31 0:00:00","2020-03-25 0:00:00","2020-03-31 0:00:00","MXN",10460,542208,672,0,0,"2003_gicsa_forumcuernavaca_pi_mkt_fb_2020-03-25",0,0,0,0,0,0,"2020-04-30 10:32:07"
"gicsa","forumcuernavaca","2003_gicsa_forumcuernavaca_pi_mkt_fb","2003_gicsa_forumcuernavaca_pi_mkt_fb_V1","V1","pi","mkt","información correcta, que tenemos en el mp y en las plataformas",2003,"Marzo","forumcuernavaca","Facebook","2020-03-01 0:00:00","2020-03-31 0:00:00","2020-03-30 0:00:00","2020-04-03 0:00:00",0,0,0,0,0,0,0,0,0,"semana_13","2020-04-01 0:00:00","2020-04-08 0:00:00","2020-04-01 0:00:00","2020-04-03 0:00:00","MXN",1432,104830,11,0,0,"2003_gicsa_forumcuernavaca_pi_mkt_fb_2020-04-01",0,0,0,0,0,0,"2020-04-30 10:32:07"
"gicsa","forumcuernavaca","2003_gicsa_forumcuernavaca_pi_mkt_sem","2003_gicsa_forumcuernavaca_pi_mkt_sem_V1","V1","pi","mkt","información correcta, que tenemos en el mp y en las plataformas",2003,"Marzo","forumcuernavaca","Google Search","2020-03-01 0:00:00","2020-03-31 0:00:00","2019-09-06 0:00:00","2020-03-31 0:00:00",12,716,0,"8600.00","8600.00","8600.00","8600.00",0,12,"semana_9","2020-03-01 0:00:00","2020-03-08 0:00:00","2020-03-01 0:00:00","2020-03-08 0:00:00","MXN",275,534,14,0,0,"2003_gicsa_forumcuernavaca_pi_mkt_sem_2020-03-01",0,0,0,0,0,0,"2020-04-30 10:32:07"
"gicsa","forumcuernavaca","2004_gicsa_forumcuernavaca_pi_mkt_fb","2004_gicsa_forumcuernavaca_pi_mkt_fb_V2","V2","pi","mkt","información correcta, que tenemos en el mp y en las plataformas",2004,"Abril","forumcuernavaca","Facebook","2020-04-01 0:00:00","2020-04-30 0:00:00","2020-03-31 0:00:00","2020-04-03 0:00:00",3.5,2457,0,"8600.00","8600.00","8600.00","8600.00",0,3.5,"semana_12","2020-03-25 0:00:00","2020-03-31 0:00:00","2020-03-31 0:00:00","2020-03-31 0:00:00","MXN",18,582,0,0,0,"2004_gicsa_forumcuernavaca_pi_mkt_fb_2020-03-25",0,0,0,0,0,0,"2020-04-30 10:32:07"
"gicsa","forumcuernavaca","2004_gicsa_forumcuernavaca_pi_mkt_fb","2004_gicsa_forumcuernavaca_pi_mkt_fb_V2","V2","pi","mkt","información correcta, que tenemos en el mp y en las plataformas",2004,"Abril","forumcuernavaca","Facebook","2020-04-01 0:00:00","2020-04-30 0:00:00","2020-03-31 0:00:00","2020-04-09 0:00:00",0,0,0,0,0,0,0,0,0,"semana_13","2020-04-01 0:00:00","2020-04-08 0:00:00","2020-04-01 0:00:00","2020-04-08 0:00:00","MXN",1060,100621,21,0,0,"2004_gicsa_forumcuernavaca_pi_mkt_fb_2020-04-01",0,0,0,0,0,0,"2020-04-30 10:32:07"
"gwep","reservadelsur","2001_gwep_reservadelsur_pi_pfm_sem","2001_gwep_reservadelsur_pi_pfm_sem_V2","V2","pi","pfm","información correcta, que tenemos en el mp y en las plataformas",2001,"Enero","reservadelsur","Google Search","2020-01-01 0:00:00","2020-01-31 0:00:00","2019-12-01 0:00:00","2020-01-31 0:00:00",10,1300,0,"13000.00","13000.00","13000.00","13000.00",0,10,"semana_1","2020-01-01 0:00:00","2020-01-08 0:00:00","2020-01-01 0:00:00","2020-01-08 0:00:00","MXN",522,5220,89,0,0,"2001_gwep_reservadelsur_pi_pfm_sem_2020-01-01",0,0,0,0,0,0,"2020-04-30 10:32:07"
"od","3m","2001_od_3m_ppf_pfm_fb","2001_od_3m_ppf_pfm_fb_V1","V1","ppf","pfm","información correcta, que tenemos en el mp y en las plataformas",2001,"Enero","3m","Facebook","2020-01-08 0:00:00","2020-01-31 0:00:00","2020-01-10 0:00:00","2020-01-31 0:00:00",4,1150,0,"4600.00","4600.00","4600.00","4600.00",0,4,"semana_2","2020-01-09 0:00:00","2020-01-16 0:00:00","2020-01-10 0:00:00","2020-01-16 0:00:00","MXN",936,29749,284,0,0,"2001_od_3m_ppf_pfm_fb_2020-01-09",0,0,0,0,0,0,"2020-04-30 10:32:07"
"od","3m","2001_od_3m_ppf_pfm_fb","2001_od_3m_ppf_pfm_fb_V1","V1","ppf","pfm","información correcta, que tenemos en el mp y en las plataformas",2001,"Enero","3m","Facebook","2020-01-08 0:00:00","2020-01-31 0:00:00","2020-01-10 0:00:00","2020-01-31 0:00:00",0,0,0,0,0,0,0,0,0,"semana_3","2020-01-17 0:00:00","2020-01-24 0:00:00","2020-01-17 0:00:00","2020-01-24 0:00:00","MXN",1981,77219,916,0,0,"2001_od_3m_ppf_pfm_fb_2020-01-17",0,0,0,0,0,0,"2020-04-30 10:32:07"
"od","3m","2001_od_3m_ppf_pfm_fb","2001_od_3m_ppf_pfm_fb_V1","V1","ppf","pfm","información correcta, que tenemos en el mp y en las plataformas",2001,"Enero","3m","Facebook","2020-01-08 0:00:00","2020-01-31 0:00:00","2020-01-10 0:00:00","2020-01-31 0:00:00",0,0,0,0,0,0,0,0,0,"semana_4","2020-01-25 0:00:00","2020-01-31 0:00:00","2020-01-25 0:00:00","2020-01-31 0:00:00","MXN",1223,44639,570,0,0,"2001_od_3m_ppf_pfm_fb_2020-01-25",0,0,0,0,0,0,"2020-04-30 10:32:07"
"od","ao-ecomm","2001_od_ao-ecomm_pi_pfm_dsp","2001_od_ao-ecomm_pi_pfm_dsp_V2","V2","pi","pfm","información correcta, que tenemos en el mp y en las plataformas",2001,"Enero","ao-ecomm","Programmatic","2020-01-02 0:00:00","2020-01-31 0:00:00","2020-01-01 0:00:00","2020-01-31 0:00:00",36.25,1959050,"2,585.95","71014.05","73600.00","47840.00","45254.05","2585.95",23.1,"semana_1","2020-01-01 0:00:00","2020-01-08 0:00:00","2020-01-01 0:00:00","2020-01-06 0:00:00","MXN",18118,499804,616,25,"45,793","2001_od_ao-ecomm_pi_pfm_dsp_2020-01-01",25,0,"45,793",0,0,0,"2020-04-30 10:32:07"
"od","ao-ecomm","2001_od_ao-ecomm_pi_pfm_dsp","2001_od_ao-ecomm_pi_pfm_dsp_V2","V2","pi","pfm","información correcta, que tenemos en el mp y en las plataformas",2001,"Enero","ao-ecomm","Programmatic","2020-01-02 0:00:00","2020-01-31 0:00:00","2020-01-01 0:00:00","2020-01-31 0:00:00",0,0,0,0,0,0,0,0,0,"semana_2","2020-01-09 0:00:00","2020-01-16 0:00:00","2020-01-09 0:00:00","2019-12-31 0:00:00","MXN",0,535770,1201,88,"147,512","2001_od_ao-ecomm_pi_pfm_dsp_2020-01-09",0,88,0,"147,512",0,0,"2020-04-30 10:32:07"
"od","ao-ecomm","2001_od_ao-ecomm_pi_pfm_dsp","2001_od_ao-ecomm_pi_pfm_dsp_V2","V2","pi","pfm","información correcta, que tenemos en el mp y en las plataformas",2001,"Enero","ao-ecomm","Programmatic","2020-01-02 0:00:00","2020-01-31 0:00:00","2020-01-01 0:00:00","2020-01-31 0:00:00",0,0,0,0,0,0,0,0,0,"semana_3","2020-01-17 0:00:00","2020-01-24 0:00:00","2020-01-17 0:00:00","2019-12-15 0:00:00","MXN",0,549144,1076,119,"196,541","2001_od_ao-ecomm_pi_pfm_dsp_2020-01-17",0,119,0,"196,541",0,0,"2020-04-30 10:32:07"
"odcam-cr","institucional","2001_odcam-cr_institucional_pi_pfm_fb","2001_odcam-cr_institucional_pi_pfm_fb_V2","V2","pi","pfm","información correcta, que tenemos en el mp y en las plataformas",2001,"Enero","institucional","Facebook","2020-01-02 0:00:00","2020-01-08 0:00:00","2020-01-02 0:00:00","2020-01-08 0:00:00",0.23,4318,0,972,972,972,972,0,0.23,"semana_1","2020-01-01 0:00:00","2020-01-08 0:00:00","2020-01-02 0:00:00","2020-01-08 0:00:00","MXN",18450,2693952,14200,0,0,"2001_odcam-cr_institucional_pi_pfm_fb_2020-01-01",0,0,0,0,0,0,"2020-04-30 10:32:07"
"gicsa","islamerida","2002_gicsa_islamerida_pi_mkt_fb","2002_gicsa_islamerida_pi_mkt_fb_V2","V2","pi","mkt","información correcta, que tenemos en el mp y en las plataformas",2002,"Febrero","islamerida","Facebook","2020-02-01 0:00:00","2020-02-28 0:00:00","2020-02-01 0:00:00","2020-02-29 0:00:00",2.95,29740,0,"32680.00","32680.00",0,0,0,0,"semana_5","2020-02-01 0:00:00","2020-02-08 0:00:00","2020-02-01 0:00:00","2020-02-08 0:00:00","MXN",8588,1340296,1766,0,0,"2002_gicsa_islamerida_pi_mkt_fb_2020-02-01",0,0,0,0,0,0,"2020-04-30 10:32:07"
"gicsa","islamerida","2002_gicsa_islamerida_pi_mkt_fb","2002_gicsa_islamerida_pi_mkt_fb_V2","V2","pi","mkt","información correcta, que tenemos en el mp y en las plataformas",2002,"Febrero","islamerida","Facebook","2020-02-01 0:00:00","2020-02-28 0:00:00","2020-02-01 0:00:00","2020-02-29 0:00:00",0,0,0,0,0,0,0,0,0,"semana_6","2020-02-09 0:00:00","2020-02-16 0:00:00","2020-02-09 0:00:00","2020-02-16 0:00:00","MXN",10521,1344806,1699,0,0,"2002_gicsa_islamerida_pi_mkt_fb_2020-02-09",0,0,0,0,0,0,"2020-04-30 10:32:07"
"gicsa","islamerida","2002_gicsa_islamerida_pi_mkt_fb","2002_gicsa_islamerida_pi_mkt_fb_V2","V2","pi","mkt","información correcta, que tenemos en el mp y en las plataformas",2002,"Febrero","islamerida","Facebook","2020-02-01 0:00:00","2020-02-28 0:00:00","2020-02-01 0:00:00","2020-02-29 0:00:00",0,0,0,0,0,0,0,0,0,"semana_7","2020-02-17 0:00:00","2020-02-24 0:00:00","2020-02-17 0:00:00","2020-02-24 0:00:00","MXN",9415,1452623,1530,0,0,"2002_gicsa_islamerida_pi_mkt_fb_2020-02-17",0,0,0,0,0,0,"2020-04-30 10:32:07"
"gicsa","islamerida","2002_gicsa_islamerida_pi_mkt_fb","2002_gicsa_islamerida_pi_mkt_fb_V2","V2","pi","mkt","información correcta, que tenemos en el mp y en las plataformas",2002,"Febrero","islamerida","Facebook","2020-02-01 0:00:00","2020-02-28 0:00:00","2020-02-01 0:00:00","2020-02-29 0:00:00",0,0,0,0,0,0,0,0,0,"semana_8","2020-02-25 0:00:00","2020-02-29 0:00:00","2020-02-25 0:00:00","2020-02-29 0:00:00","MXN",3951,532989,756,0,0,"2002_gicsa_islamerida_pi_mkt_fb_2020-02-25",0,0,0,0,0,0,"2020-04-30 10:32:07"
"gicsa","islamerida","2002_gicsa_islamerida_pi_mkt_sem","2002_gicsa_islamerida_pi_mkt_sem_V2","V2","pi","mkt","información correcta, que tenemos en el mp y en las plataformas",2002,"Febrero","islamerida","Google Search","2020-02-01 0:00:00","2020-02-28 0:00:00","2019-09-06 0:00:00","2020-03-31 0:00:00",12,716,0,"8600.00","8600.00",0,0,0,0,"semana_5","2020-02-01 0:00:00","2020-02-08 0:00:00","2020-02-01 0:00:00","2020-02-08 0:00:00","MXN",2542,63170,2153,0,0,"2002_gicsa_islamerida_pi_mkt_sem_2020-02-01",0,0,0,0,0,0,"2020-04-30 10:32:07"
"gicsa","islamerida","2002_gicsa_islamerida_pi_mkt_sem","2002_gicsa_islamerida_pi_mkt_sem_V2","V2","pi","mkt","información correcta, que tenemos en el mp y en las plataformas",2002,"Febrero","islamerida","Google Search","2020-02-01 0:00:00","2020-02-28 0:00:00","2019-09-06 0:00:00","2020-03-31 0:00:00",0,0,0,0,0,0,0,0,0,"semana_6","2020-02-09 0:00:00","2020-02-16 0:00:00","2020-02-09 0:00:00","2020-02-16 0:00:00","MXN",2504,45195,2022,0,0,"2002_gicsa_islamerida_pi_mkt_sem_2020-02-09",0,0,0,0,0,0,"2020-04-30 10:32:07"
"gicsa","islamerida","2002_gicsa_islamerida_pi_mkt_sem","2002_gicsa_islamerida_pi_mkt_sem_V2","V2","pi","mkt","información correcta, que tenemos en el mp y en las plataformas",2002,"Febrero","islamerida","Google Search","2020-02-01 0:00:00","2020-02-28 0:00:00","2019-09-06 0:00:00","2020-03-31 0:00:00",0,0,0,0,0,0,0,0,0,"semana_7","2020-02-17 0:00:00","2020-02-24 0:00:00","2020-02-17 0:00:00","2020-02-24 0:00:00","MXN",2411,49004,1909,0,0,"2002_gicsa_islamerida_pi_mkt_sem_2020-02-17",0,0,0,0,0,0,"2020-04-30 10:32:07"
"gicsa","islamerida","2002_gicsa_islamerida_pi_mkt_sem","2002_gicsa_islamerida_pi_mkt_sem_V2","V2","pi","mkt","información correcta, que tenemos en el mp y en las plataformas",2002,"Febrero","islamerida","Google Search","2020-02-01 0:00:00","2020-02-28 0:00:00","2019-09-06 0:00:00","2020-03-31 0:00:00",0,0,0,0,0,0,0,0,0,"semana_8","2020-02-25 0:00:00","2020-02-29 0:00:00","2020-02-25 0:00:00","2020-02-29 0:00:00","MXN",1541,32061,1064,0,0,"2002_gicsa_islamerida_pi_mkt_sem_2020-02-25",0,0,0,0,0,0,"2020-04-30 10:32:07"
"gicsa","islamerida","2003_gicsa_islamerida_pi_mkt_fb","2003_gicsa_islamerida_pi_mkt_fb_V1","V1","pi","mkt","información correcta, que tenemos en el mp y en las plataformas",2003,"Marzo","islamerida","Facebook","2020-03-01 0:00:00","2020-03-31 0:00:00","2020-03-02 0:00:00","2020-03-31 0:00:00",2.95,29740,0,"32680.00","32680.00",0,0,0,0,"semana_9","2020-03-01 0:00:00","2020-03-08 0:00:00","2020-03-02 0:00:00","2020-03-08 0:00:00","MXN",8162,1138572,479,0,0,"2003_gicsa_islamerida_pi_mkt_fb_2020-03-01",0,0,0,0,0,0,"2020-04-30 10:32:07"
"gicsa","islamerida","2003_gicsa_islamerida_pi_mkt_fb","2003_gicsa_islamerida_pi_mkt_fb_V1","V1","pi","mkt","información correcta, que tenemos en el mp y en las plataformas",2003,"Marzo","islamerida","Facebook","2020-03-01 0:00:00","2020-03-31 0:00:00","2020-03-02 0:00:00","2020-03-31 0:00:00",0,0,0,0,0,0,0,0,0,"semana_10","2020-03-09 0:00:00","2020-03-16 0:00:00","2020-03-09 0:00:00","2020-03-16 0:00:00","MXN",9700,1203764,323,0,0,"2003_gicsa_islamerida_pi_mkt_fb_2020-03-09",0,0,0,0,0,0,"2020-04-30 10:32:07"
"gicsa","islamerida","2003_gicsa_islamerida_pi_mkt_fb","2003_gicsa_islamerida_pi_mkt_fb_V1","V1","pi","mkt","información correcta, que tenemos en el mp y en las plataformas",2003,"Marzo","islamerida","Facebook","2020-03-01 0:00:00","2020-03-31 0:00:00","2020-03-02 0:00:00","2020-03-31 0:00:00",0,0,0,0,0,0,0,0,0,"semana_11","2020-03-17 0:00:00","2020-03-24 0:00:00","2020-03-17 0:00:00","2020-03-24 0:00:00","MXN",5530,761430,84,0,0,"2003_gicsa_islamerida_pi_mkt_fb_2020-03-17",0,0,0,0,0,0,"2020-04-30 10:32:07"
"gicsa","islamerida","2003_gicsa_islamerida_pi_mkt_fb","2003_gicsa_islamerida_pi_mkt_fb_V1","V1","pi","mkt","información correcta, que tenemos en el mp y en las plataformas",2003,"Marzo","islamerida","Facebook","2020-03-01 0:00:00","2020-03-31 0:00:00","2020-03-19 0:00:00","2020-04-01 0:00:00",0,0,0,0,0,0,0,0,0,"semana_12","2020-03-25 0:00:00","2020-03-31 0:00:00","2020-03-25 0:00:00","2020-03-31 0:00:00","MXN",10750,797209,1015,0,0,"2003_gicsa_islamerida_pi_mkt_fb_2020-03-25",0,0,0,0,0,0,"2020-04-30 10:32:07"
"gicsa","islamerida","2003_gicsa_islamerida_pi_mkt_fb","2003_gicsa_islamerida_pi_mkt_fb_V1","V1","pi","mkt","información correcta, que tenemos en el mp y en las plataformas",2003,"Marzo","islamerida","Facebook","2020-03-01 0:00:00","2020-03-31 0:00:00","2020-03-30 0:00:00","2020-04-01 0:00:00",0,0,0,0,0,0,0,0,0,"semana_13","2020-04-01 0:00:00","2020-04-08 0:00:00","2020-04-01 0:00:00","2020-04-01 0:00:00","MXN",296,37165,7,0,0,"2003_gicsa_islamerida_pi_mkt_fb_2020-04-01",0,0,0,0,0,0,"2020-04-30 10:32:07"
"gicsa","islamerida","2003_gicsa_islamerida_pi_mkt_sem","2003_gicsa_islamerida_pi_mkt_sem_V1","V1","pi","mkt","información correcta, que tenemos en el mp y en las plataformas",2003,"Marzo","islamerida","Google Search","2020-03-01 0:00:00","2020-03-31 0:00:00","2019-09-06 0:00:00","2020-03-31 0:00:00",12,716,0,"8600.00","8600.00",0,0,0,0,"semana_9","2020-03-01 0:00:00","2020-03-08 0:00:00","2020-03-01 0:00:00","2020-03-08 0:00:00","MXN",2240,54438,1715,0,0,"2003_gicsa_islamerida_pi_mkt_sem_2020-03-01",0,0,0,0,0,0,"2020-04-30 10:32:07"
"gicsa","islamerida","2003_gicsa_islamerida_pi_mkt_sem","2003_gicsa_islamerida_pi_mkt_sem_V1","V1","pi","mkt","información correcta, que tenemos en el mp y en las plataformas",2003,"Marzo","islamerida","Google Search","2020-03-01 0:00:00","2020-03-31 0:00:00","2019-09-06 0:00:00","2020-03-31 0:00:00",0,0,0,0,0,0,0,0,0,"semana_10","2020-03-09 0:00:00","2020-03-16 0:00:00","2020-03-09 0:00:00","2020-03-16 0:00:00","MXN",2296,50909,1665,0,0,"2003_gicsa_islamerida_pi_mkt_sem_2020-03-09",0,0,0,0,0,0,"2020-04-30 10:32:07"
