cliente_nomenclatura,campaña_nomenclatura,llave_ventas,llave_unica_mp,versión,tipo_presupuesto,tipo_2,comentario,Año-Mes,mes_plan,campaña_nomenclatura,plataforma,fecha_inicio_plan,fecha_fin_plan,inicio_campaña,fin_campaña,costo_planeado,kpi_planeado,serving,inversión_plataforma,inversión_total,inversión_AdOps,Operativo_AdOps,Serving_AdOps,costo_operativo,inicio_reporte,fin_reporte,inicio_campaña_reporte,fin_campaña_reporte,divisa,dinero_gastado,impresiones,clics,conversiones,revenue,llave_analytics,conversiones_directas,conversiones_asistidas,revenue_directo,revenue_asistido,total_conversiones,total_revenue,ultima_actualizacion
od,ao-mkt,2003_od_ao-mkt_pi_mkt_fb,2003_od_ao-mkt_pi_mkt_fb_V1,V1,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,ao-mkt,Facebook,2020-03-01 0:00:00,2020-03-31 0:00:00,2020-02-28 0:00:00,2020-03-31 0:00:00,4,46000,0,184000,184000,184000,184000,0,4,2020-02-01 0:00:00,2020-02-29 0:00:00,2020-02-28 0:00:00,2020-02-29 0:00:00,MXN,403.07,15282,241,0,0,2003_od_ao-mkt_pi_mkt_fb_2020-02-01,0,0,0,0,0,0,2020-04-30 10:13:12
od,ao-mkt,2003_od_ao-mkt_pi_mkt_fb,2003_od_ao-mkt_pi_mkt_fb_V1,V1,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,ao-mkt,Facebook,2020-03-01 0:00:00,2020-03-31 0:00:00,2020-02-28 0:00:00,2020-03-31 0:00:00,0,0,0,0,0,0,0,0,0,2020-03-01 0:00:00,2020-03-31 0:00:00,2020-03-01 0:00:00,2020-03-31 0:00:00,MXN,163883.11,12641321,325033,0,0,2003_od_ao-mkt_pi_mkt_fb_2020-03-01,0,0,0,0,0,0,2020-04-30 10:13:12
od,brother-impresion,2001_od_brother-impresion_ppf_pfm_fb,2001_od_brother-impresion_ppf_pfm_fb_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,brother-impresion,Facebook,2020-01-15 0:00:00,2020-01-31 0:00:00,2020-01-16 0:00:00,2020-01-31 0:00:00,4,3519,0,14076,14076,14076,14076,0,4,2020-01-01 0:00:00,2020-01-31 0:00:00,2020-01-16 0:00:00,2020-01-31 0:00:00,MXN,12508.41,652166,1994,0,0,2001_od_brother-impresion_ppf_pfm_fb_2020-01-01,0,0,0,0,0,0,2020-04-30 10:13:12
od,brother-impresion,2001_od_brother-impresion_ppf_pfm_sem,2001_od_brother-impresion_ppf_pfm_sem_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,brother-impresion,Google Search,2020-01-15 0:00:00,2020-01-31 0:00:00,2020-01-15 0:00:00,2020-02-29 0:00:00,9,1825,0,16422,16422,16422,16422,0,9,2020-01-01 0:00:00,2020-01-31 0:00:00,2020-01-15 0:00:00,2020-01-31 0:00:00,MXN,13083.36,33293,1963,0,0,2001_od_brother-impresion_ppf_pfm_sem_2020-01-01,0,0,0,0,0,0,2020-04-30 10:13:12
od,brother-impresion,2002_od_brother-impresion_ppf_pfm_dsp,2002_od_brother-impresion_ppf_pfm_dsp_V2,V2,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,brother-impresion,Programmatic,2020-02-01 0:00:00,2020-02-29 0:00:00,2020-02-01 0:00:00,2020-02-29 0:00:00,36.25,107911,142.44,3911.72,4054.16,2635.2,2492.76,142.44,23.1,2020-02-01 0:00:00,2020-02-29 0:00:00,2020-02-01 0:00:00,2020-01-06 0:00:00,MXN,4054.16,188904,109,89,175609.86,2002_od_brother-impresion_ppf_pfm_dsp_2020-02-01,0,89,0,175609.86,0,0,2020-04-30 10:13:12
od,brother-impresion,2002_od_brother-impresion_ppf_pfm_dsp,2002_od_brother-impresion_ppf_pfm_dsp_V2,V2,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,brother-impresion,Programmatic,2020-02-01 0:00:00,2020-02-29 0:00:00,2020-02-01 0:00:00,2020-02-29 0:00:00,0,0,0,0,0,0,0,0,0,2020-03-01 0:00:00,2020-03-31 0:00:00,2020-03-01 0:00:00,2020-01-31 0:00:00,MXN,0,6157,4,80,177531.93,2002_od_brother-impresion_ppf_pfm_dsp_2020-03-01,0,80,0,177531.93,0,0,2020-04-30 10:13:12
od,brother-impresion,2002_od_brother-impresion_ppf_pfm_fb,2002_od_brother-impresion_ppf_pfm_fb_V2,V2,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,brother-impresion,Facebook,2020-02-01 0:00:00,2020-02-29 0:00:00,2020-02-01 0:00:00,2020-02-29 0:00:00,4,1445,0,5778.87,5778.87,5778.87,5778.87,0,4,2020-02-01 0:00:00,2020-02-29 0:00:00,2020-02-01 0:00:00,2020-02-29 0:00:00,MXN,5300.77,218150,868,0,0,2002_od_brother-impresion_ppf_pfm_fb_2020-02-01,0,0,0,0,0,0,2020-04-30 10:13:12
od,brother-impresion,2002_od_brother-impresion_ppf_pfm_sem,2002_od_brother-impresion_ppf_pfm_sem_V2,V2,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,brother-impresion,Google Search,2020-02-01 0:00:00,2020-02-29 0:00:00,2020-02-01 0:00:00,2020-02-29 0:00:00,9,747,0,6726.97,6726.97,6726.97,6726.97,0,9,2020-02-01 0:00:00,2020-02-29 0:00:00,2020-02-01 0:00:00,2020-02-29 0:00:00,MXN,5758.66,36952,2189,0,0,2002_od_brother-impresion_ppf_pfm_sem_2020-02-01,0,0,0,0,0,0,2020-04-30 10:13:12
od,brother-impresion,2003_od_brother-impresion_ppf_pfm_dsp,2003_od_brother-impresion_ppf_pfm_dsp_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,brother-impresion,Programmatic,2020-03-01 0:00:00,2020-03-31 0:00:00,2020-03-01 0:00:00,2020-03-31 0:00:00,36.25,354754,468.28,12859.55,13327.83,8663.09,8194.81,468.28,23.1,2020-03-01 0:00:00,2020-03-31 0:00:00,2020-03-01 0:00:00,2020-03-31 0:00:00,MXN,13037.7475,359662,275,102,298130.91,2003_od_brother-impresion_ppf_pfm_dsp_2020-03-01,102,0,298130.91,0,0,0,2020-04-30 10:13:12
od,brother-impresion,2003_od_brother-impresion_ppf_pfm_fb,2003_od_brother-impresion_ppf_pfm_fb_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,brother-impresion,Facebook,2020-03-01 0:00:00,2020-03-31 0:00:00,2020-03-02 0:00:00,2020-04-19 0:00:00,4,4628,0,18510.4,18510.4,18510.4,18510.4,0,4,2020-03-01 0:00:00,2020-03-31 0:00:00,2020-03-02 0:00:00,2020-03-31 0:00:00,MXN,14927.67,1252899,14775,0,0,2003_od_brother-impresion_ppf_pfm_fb_2020-03-01,0,0,0,0,0,0,2020-04-30 10:13:12
od,brother-impresion,2003_od_brother-impresion_ppf_pfm_sem,2003_od_brother-impresion_ppf_pfm_sem_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,brother-impresion,Google Search,2020-03-01 0:00:00,2020-03-31 0:00:00,2020-03-02 0:00:00,2020-03-31 0:00:00,9,2392,0,21521.77,21521.77,21521.77,21521.77,0,9,2020-03-01 0:00:00,2020-03-31 0:00:00,2020-03-02 0:00:00,2020-03-31 0:00:00,MXN,17144.41,64229,3794,0,0,2003_od_brother-impresion_ppf_pfm_sem_2020-03-01,0,0,0,0,0,0,2020-04-30 10:13:12
od,brother-rotuladores,2001_od_brother-rotuladores_ppf_pfm_dsp,2001_od_brother-rotuladores_ppf_pfm_dsp_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,brother-rotuladores,Programmatic,2020-01-15 0:00:00,2020-01-31 0:00:00,2020-01-16 0:00:00,2020-01-31 0:00:00,36.25,195905,258.59,7101.41,7360,4784,4525.41,258.59,23.1,2020-01-01 0:00:00,2020-01-31 0:00:00,2020-01-16 0:00:00,2020-01-31 0:00:00,MXN,7360,209075,160,26,39371.4,2001_od_brother-rotuladores_ppf_pfm_dsp_2020-01-01,26,0,39371.4,0,0,0,2020-04-30 10:13:12
od,brother-rotuladores,2001_od_brother-rotuladores_ppf_pfm_dsp,2001_od_brother-rotuladores_ppf_pfm_dsp_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,brother-rotuladores,Programmatic,2020-01-15 0:00:00,2020-01-31 0:00:00,2020-01-16 0:00:00,2020-01-31 0:00:00,0,0,0,0,0,0,0,0,0,2020-02-01 0:00:00,2020-02-29 0:00:00,2020-02-01 0:00:00,2019-10-31 0:00:00,MXN,0,257,0,29,76949.56,2001_od_brother-rotuladores_ppf_pfm_dsp_2020-02-01,0,29,0,76949.56,0,0,2020-04-30 10:13:12
od,brother-rotuladores,2001_od_brother-rotuladores_ppf_pfm_fb,2001_od_brother-rotuladores_ppf_pfm_fb_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,brother-rotuladores,Facebook,2020-01-15 0:00:00,2020-01-31 0:00:00,2020-01-16 0:00:00,2020-01-31 0:00:00,4,2760,0,11040,11040,11040,11040,0,4,2020-01-01 0:00:00,2020-01-31 0:00:00,2020-01-16 0:00:00,2020-01-31 0:00:00,MXN,10220.96,509031,2539,0,0,2001_od_brother-rotuladores_ppf_pfm_fb_2020-01-01,0,0,0,0,0,0,2020-04-30 10:13:12
od,brother-rotuladores,2001_od_brother-rotuladores_ppf_pfm_sem,2001_od_brother-rotuladores_ppf_pfm_sem_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,brother-rotuladores,Google Search,2020-01-15 0:00:00,2020-01-31 0:00:00,2019-08-02 0:00:00,2020-02-29 0:00:00,9,1431,0,12880,12880,12880,12880,0,9,2020-01-01 0:00:00,2020-01-31 0:00:00,2020-01-01 0:00:00,2020-01-31 0:00:00,MXN,10338.44,24164,1349,0,0,2001_od_brother-rotuladores_ppf_pfm_sem_2020-01-01,0,0,0,0,0,0,2020-04-30 10:13:12
od,brother-rotuladores,2002_od_brother-rotuladores_ppf_pfm_dsp,2002_od_brother-rotuladores_ppf_pfm_dsp_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,brother-rotuladores,Programmatic,2020-02-01 0:00:00,2020-02-29 0:00:00,2020-02-01 0:00:00,2020-02-29 0:00:00,36.25,117739,155.42,4267.94,4423.36,2875.18,2719.77,155.42,23.1,2020-02-01 0:00:00,2020-02-29 0:00:00,2020-02-01 0:00:00,2020-01-31 0:00:00,MXN,4251.94375,117295,93,39,119294.22,2002_od_brother-rotuladores_ppf_pfm_dsp_2020-02-01,0,39,0,119294.22,0,0,2020-04-30 10:13:12
od,brother-rotuladores,2002_od_brother-rotuladores_ppf_pfm_dsp,2002_od_brother-rotuladores_ppf_pfm_dsp_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,brother-rotuladores,Programmatic,2020-02-01 0:00:00,2020-02-29 0:00:00,2020-02-01 0:00:00,2020-02-29 0:00:00,0,0,0,0,0,0,0,0,0,2020-03-01 0:00:00,2020-03-31 0:00:00,2020-03-01 0:00:00,2020-01-31 0:00:00,MXN,0,5416,7,13,43006.65,2002_od_brother-rotuladores_ppf_pfm_dsp_2020-03-01,0,13,0,43006.65,0,0,2020-04-30 10:13:12
od,brother-rotuladores,2002_od_brother-rotuladores_ppf_pfm_fb,2002_od_brother-rotuladores_ppf_pfm_fb_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,brother-rotuladores,Facebook,2020-02-01 0:00:00,2020-02-29 0:00:00,2020-02-01 0:00:00,2020-02-29 0:00:00,4,1631,0,6522.43,6522.43,6522.43,6522.43,0,4,2020-02-01 0:00:00,2020-02-29 0:00:00,2020-02-01 0:00:00,2020-02-29 0:00:00,MXN,3881.75,233146,828,0,0,2002_od_brother-rotuladores_ppf_pfm_fb_2020-02-01,0,0,0,0,0,0,2020-04-30 10:13:12
od,brother-rotuladores,2002_od_brother-rotuladores_ppf_pfm_fb,2002_od_brother-rotuladores_ppf_pfm_fb_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,brother-rotuladores,Facebook,2020-02-01 0:00:00,2020-02-29 0:00:00,2020-02-27 0:00:00,2020-03-01 0:00:00,0,0,0,0,0,0,0,0,0,2020-03-01 0:00:00,2020-03-31 0:00:00,2020-03-01 0:00:00,2020-03-01 0:00:00,MXN,955,75608,494,0,0,2002_od_brother-rotuladores_ppf_pfm_fb_2020-03-01,0,0,0,0,0,0,2020-04-30 10:13:12
od,brother-rotuladores,2002_od_brother-rotuladores_ppf_pfm_sem,2002_od_brother-rotuladores_ppf_pfm_sem_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,brother-rotuladores,Google Search,2020-02-01 0:00:00,2020-02-29 0:00:00,2020-02-01 0:00:00,2020-02-29 0:00:00,9,828,0,7454.21,7454.21,7454.21,7454.21,0,9,2020-02-01 0:00:00,2020-02-29 0:00:00,2020-02-01 0:00:00,2020-02-29 0:00:00,MXN,4721.82,24010,1389,0,0,2002_od_brother-rotuladores_ppf_pfm_sem_2020-02-01,0,0,0,0,0,0,2020-04-30 10:13:12
od,brother-rotuladores,2003_od_brother-rotuladores_ppf_pfm_dsp,2003_od_brother-rotuladores_ppf_pfm_dsp_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,brother-rotuladores,Programmatic,2020-03-01 0:00:00,2020-03-31 0:00:00,2020-03-01 0:00:00,2020-03-31 0:00:00,36.25,141536,186.83,5130.59,5317.42,3456.32,3269.49,186.83,23.1,2020-03-01 0:00:00,2020-03-31 0:00:00,2020-03-01 0:00:00,2020-03-31 0:00:00,MXN,5317.42,169605,121,68,167865.33,2003_od_brother-rotuladores_ppf_pfm_dsp_2020-03-01,68,0,167865.33,0,0,0,2020-04-30 10:13:12
od,brother-rotuladores,2003_od_brother-rotuladores_ppf_pfm_fb,2003_od_brother-rotuladores_ppf_pfm_fb_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,brother-rotuladores,Facebook,2020-03-01 0:00:00,2020-03-31 0:00:00,2020-03-02 0:00:00,2020-04-01 0:00:00,4,1955,0,7820.74,7820.74,7820.74,7820.74,0,4,2020-03-01 0:00:00,2020-03-31 0:00:00,2020-03-02 0:00:00,2020-03-31 0:00:00,MXN,6420.75,228810,1529,0,0,2003_od_brother-rotuladores_ppf_pfm_fb_2020-03-01,0,0,0,0,0,0,2020-04-30 10:13:12
od,brother-rotuladores,2003_od_brother-rotuladores_ppf_pfm_sem,2003_od_brother-rotuladores_ppf_pfm_sem_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,brother-rotuladores,Google Search,2020-03-01 0:00:00,2020-03-31 0:00:00,2020-03-02 0:00:00,2020-03-31 0:00:00,9,994,0,8941.85,8941.85,8941.85,8941.85,0,9,2020-03-01 0:00:00,2020-03-31 0:00:00,2020-03-02 0:00:00,2020-03-31 0:00:00,MXN,7489.68,27974,1980,0,0,2003_od_brother-rotuladores_ppf_pfm_sem_2020-03-01,0,0,0,0,0,0,2020-04-30 10:13:12
od,brotherday,2001_od_brotherday_ppf_pfm_fb,2001_od_brotherday_ppf_pfm_fb_V2,V2,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,brotherday,Facebook,2020-01-15 0:00:00,2020-12-15 0:00:00,2020-01-14 0:00:00,2020-01-16 0:00:00,4,1449,0,5796,5796,5796,5796,0,4,2020-01-01 0:00:00,2020-01-31 0:00:00,2020-01-14 0:00:00,2020-01-16 0:00:00,MXN,3402.33,162374,1040,0,0,2001_od_brotherday_ppf_pfm_fb_2020-01-01,0,0,0,0,0,0,2020-04-30 10:13:12
od,brotherday,2001_od_brotherday_ppf_pfm_sem,2001_od_brotherday_ppf_pfm_sem_V2,V2,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,brotherday,Google Search,2020-01-15 0:00:00,2020-12-15 0:00:00,2019-08-03 0:00:00,2020-01-31 0:00:00,9,736,0,6624,6624,6624,6624,0,9,2020-01-01 0:00:00,2020-01-31 0:00:00,2020-01-01 0:00:00,2020-01-31 0:00:00,MXN,5902.04,9857,596,0,0,2001_od_brotherday_ppf_pfm_sem_2020-01-01,0,0,0,0,0,0,2020-04-30 10:13:12
od,brotherday,2003_od_brotherday_ppf_pfm_dsp,2003_od_brotherday_ppf_pfm_dsp_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,brotherday,Programmatic,2020-03-24 0:00:00,2020-03-25 0:00:00,2020-03-24 0:00:00,2020-03-25 0:00:00,36.25,110197,145.46,3994.54,4140,2691,2545.54,145.46,23.1,2020-03-01 0:00:00,2020-03-31 0:00:00,2020-03-24 0:00:00,2020-03-31 0:00:00,MXN,4140,146712,61,21,59487.64,2003_od_brotherday_ppf_pfm_dsp_2020-03-01,21,0,59487.64,0,0,0,2020-04-30 10:13:12
od,brotherday,2003_od_brotherday_ppf_pfm_fb,2003_od_brotherday_ppf_pfm_fb_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,brotherday,Facebook,2020-03-24 0:00:00,2020-03-25 0:00:00,2020-03-24 0:00:00,2020-03-25 0:00:00,4,1449,0,5796,5796,5796,5796,0,4,2020-03-01 0:00:00,2020-03-31 0:00:00,2020-03-24 0:00:00,2020-03-25 0:00:00,MXN,4800,333815,3375,0,0,2003_od_brotherday_ppf_pfm_fb_2020-03-01,0,0,0,0,0,0,2020-04-30 10:13:12
od,brotherday,2003_od_brotherday_ppf_pfm_sem,2003_od_brotherday_ppf_pfm_sem_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,brotherday,Google Search,2020-03-24 0:00:00,2020-03-25 0:00:00,2020-03-24 0:00:00,2020-03-25 0:00:00,9,736,0,6624,6624,6624,6624,0,9,2020-03-01 0:00:00,2020-03-31 0:00:00,2020-03-24 0:00:00,2020-03-25 0:00:00,MXN,3902.18,6779,456,0,0,2003_od_brotherday_ppf_pfm_sem_2020-03-01,0,0,0,0,0,0,2020-04-30 10:13:12
od,esdpersonalizables,2002_od_esdpersonalizables_rmnt_mkt_dsp,2002_od_esdpersonalizables_rmnt_mkt_dsp_V1,V1,rmnt,mkt,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,esdpersonalizables,Programmatic,2020-02-04 0:00:00,2020-02-29 0:00:00,2020-02-04 0:00:00,2020-03-01 0:00:00,36.25,266175,351.35,9648.65,10000,6500,6148.65,351.35,23.1,2020-02-01 0:00:00,2020-02-29 0:00:00,2020-02-04 0:00:00,2020-01-31 0:00:00,MXN,10000,280912,328,104,286937.43,2002_od_esdpersonalizables_rmnt_mkt_dsp_2020-02-01,0,104,0,286937.43,0,0,2020-04-30 10:13:12
od,esdpersonalizables,2002_od_esdpersonalizables_rmnt_mkt_dsp,2002_od_esdpersonalizables_rmnt_mkt_dsp_V1,V1,rmnt,mkt,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,esdpersonalizables,Programmatic,2020-02-04 0:00:00,2020-02-29 0:00:00,2020-02-04 0:00:00,2020-03-01 0:00:00,0,0,0,0,0,0,0,0,0,2020-03-01 0:00:00,2020-03-31 0:00:00,2020-03-01 0:00:00,2020-01-31 0:00:00,MXN,0,12737,6,45,94301.32,2002_od_esdpersonalizables_rmnt_mkt_dsp_2020-03-01,0,45,0,94301.32,0,0,2020-04-30 10:13:12
od,hp,2003_od_hp_ppf_pfm_dsp,2003_od_hp_ppf_pfm_dsp_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,hp,Programmatic,2020-03-27 0:00:00,2020-03-31 0:00:00,2020-03-27 0:00:00,2020-03-31 0:00:00,40.84,489762,0,20000,20000,11960,11313.51,646.49,23.1,2020-03-01 0:00:00,2020-03-31 0:00:00,2020-03-27 0:00:00,2020-03-31 0:00:00,MXN,20000,525967,565,53,224722.44,2003_od_hp_ppf_pfm_dsp_2020-03-01,53,0,224722.44,0,0,0,2020-04-30 10:13:12
od,hp,2003_od_hp_ppf_pfm_fb,2003_od_hp_ppf_pfm_fb_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,hp,Facebook,2020-03-27 0:00:00,2020-03-31 0:00:00,2020-03-27 0:00:00,2020-03-31 0:00:00,4.35,6900,0,30000,30000,27600,27600,0,4,2020-03-01 0:00:00,2020-03-31 0:00:00,2020-03-27 0:00:00,2020-03-31 0:00:00,MXN,23820,1978253,27781,0,0,2003_od_hp_ppf_pfm_fb_2020-03-01,0,0,0,0,0,0,2020-04-30 10:13:12
od,hp,2003_od_hp_ppf_pfm_sem,2003_od_hp_ppf_pfm_sem_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,hp,Google Search,2020-03-27 0:00:00,2020-03-31 0:00:00,2020-03-27 0:00:00,2020-03-31 0:00:00,9.78,5111,0,50000,50000,46000,46000,0,9,2020-03-01 0:00:00,2020-03-31 0:00:00,2020-03-27 0:00:00,2020-03-31 0:00:00,MXN,42955.22,105470,7086,0,0,2003_od_hp_ppf_pfm_sem_2020-03-01,0,0,0,0,0,0,2020-04-30 10:13:12
od,hyperx,2002_od_hyperx_rmnt_pfm_dsp,2002_od_hyperx_rmnt_pfm_dsp_V1,V1,rmnt,pfm,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,hyperx,Programmatic,2020-02-13 0:00:00,2020-03-31 0:00:00,2020-02-15 0:00:00,2020-03-31 0:00:00,36.25,662649,874.7,24020.5,24895.2,16181.88,15307.18,874.7,23.1,2020-02-01 0:00:00,2020-02-29 0:00:00,2020-02-15 0:00:00,2020-02-29 0:00:00,MXN,7839.46125,216261,153,37,98770.33,2002_od_hyperx_rmnt_pfm_dsp_2020-02-01,37,0,98770.33,0,0,0,2020-04-30 10:13:12
od,hyperx,2002_od_hyperx_rmnt_pfm_dsp,2002_od_hyperx_rmnt_pfm_dsp_V1,V1,rmnt,pfm,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,hyperx,Programmatic,2020-02-13 0:00:00,2020-03-31 0:00:00,2020-02-15 0:00:00,2020-03-31 0:00:00,0,0,0,0,0,0,0,0,0,2020-03-01 0:00:00,2020-03-31 0:00:00,2020-03-01 0:00:00,2020-01-31 0:00:00,MXN,0,466078,353,177,490462.65,2002_od_hyperx_rmnt_pfm_dsp_2020-03-01,0,177,0,490462.65,0,0,2020-04-30 10:13:12
od,hyperx,2002_od_hyperx_rmnt_pfm_fb,2002_od_hyperx_rmnt_pfm_fb_V1,V1,rmnt,pfm,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,hyperx,Facebook,2020-02-13 0:00:00,2020-03-31 0:00:00,2020-02-13 0:00:00,2020-03-31 0:00:00,4,7469,0,29874.24,29874.24,29874.24,29874.24,0,4,2020-02-01 0:00:00,2020-02-29 0:00:00,2020-02-13 0:00:00,2020-02-29 0:00:00,MXN,7785.57,638354,8580,0,0,2002_od_hyperx_rmnt_pfm_fb_2020-02-01,0,0,0,0,0,0,2020-04-30 10:13:12
od,hyperx,2002_od_hyperx_rmnt_pfm_fb,2002_od_hyperx_rmnt_pfm_fb_V1,V1,rmnt,pfm,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,hyperx,Facebook,2020-02-13 0:00:00,2020-03-31 0:00:00,2020-02-13 0:00:00,2020-03-31 0:00:00,0,0,0,0,0,0,0,0,0,2020-03-01 0:00:00,2020-03-31 0:00:00,2020-03-01 0:00:00,2020-03-31 0:00:00,MXN,16989.44,973057,6404,0,0,2002_od_hyperx_rmnt_pfm_fb_2020-03-01,0,0,0,0,0,0,2020-04-30 10:13:12
od,hyperx,2002_od_hyperx_rmnt_pfm_sem,2002_od_hyperx_rmnt_pfm_sem_V1,V1,rmnt,pfm,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,hyperx,Google Search,2020-02-13 0:00:00,2020-03-31 0:00:00,2019-10-07 0:00:00,2020-03-31 0:00:00,9,2213,0,19916.16,19916.16,19916.16,19916.16,0,9,2020-02-01 0:00:00,2020-02-29 0:00:00,2020-02-01 0:00:00,2020-02-29 0:00:00,MXN,4501.12,27120,891,0,0,2002_od_hyperx_rmnt_pfm_sem_2020-02-01,0,0,0,0,0,0,2020-04-30 10:13:12
od,instagram,2001_od_instagram_pi_mkt_fb,2001_od_instagram_pi_mkt_fb_V2,V2,pi,mkt,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,instagram,Facebook,2020-01-01 0:00:00,2020-01-31 0:00:00,2020-01-06 0:00:00,2020-01-31 0:00:00,20,920000,0,18400,18400,18400,18400,0,20,2020-01-01 0:00:00,2020-01-31 0:00:00,2020-01-06 0:00:00,2020-01-31 0:00:00,MXN,17125.69,167972,0,0,0,2001_od_instagram_pi_mkt_fb_2020-01-01,0,0,0,0,0,0,2020-04-30 10:13:12
od,intcomex,2003_od_intcomex_ppf_pfm_fb,2003_od_intcomex_ppf_pfm_fb_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,intcomex,Facebook,2020-03-20 0:00:00,2020-03-31 0:00:00,2020-03-20 0:00:00,2020-03-31 0:00:00,4,6900,0,27600,27600,27600,27600,0,4,2020-03-01 0:00:00,2020-03-31 0:00:00,2020-03-20 0:00:00,2020-03-31 0:00:00,MXN,24900,2573729,26993,0,0,2003_od_intcomex_ppf_pfm_fb_2020-03-01,0,0,0,0,0,0,2020-04-30 10:13:12
od,intelgaming,2003_od_intelgaming_ppf_pfm_dsp,2003_od_intelgaming_ppf_pfm_dsp_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,intelgaming,Programmatic,2020-03-16 0:00:00,2020-04-16 0:00:00,2020-03-16 0:00:00,2020-04-16 0:00:00,36.25,955037,1260.65,34619.35,35880,23322,22061.35,1260.65,23.1,2020-03-01 0:00:00,2020-03-31 0:00:00,2020-03-16 0:00:00,2020-03-31 0:00:00,MXN,35880,990223,426,161,401898.84,2003_od_intelgaming_ppf_pfm_dsp_2020-03-01,161,0,401898.84,0,0,0,2020-04-30 10:13:12
od,intelgaming,2003_od_intelgaming_ppf_pfm_fb,2003_od_intelgaming_ppf_pfm_fb_V1,V1,ppf,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,intelgaming,Facebook,2020-03-16 0:00:00,2020-04-16 0:00:00,2020-03-16 0:00:00,2020-04-16 0:00:00,4,15698,0,62790,62790,62790,62790,0,4,2020-03-01 0:00:00,2020-03-31 0:00:00,2020-03-16 0:00:00,2020-03-31 0:00:00,MXN,8665.22,610226,647,0,0,2003_od_intelgaming_ppf_pfm_fb_2020-03-01,0,0,0,0,0,0,2020-04-30 10:13:12
