cliente_nomenclatura,campaña_nomenclatura,llave_ventas,llave_unica_mp,versión,tipo_presupuesto,tipo_2,comentario,Año-Mes,mes_plan,campaña_nomenclatura,plataforma,fecha_inicio_plan,fecha_fin_plan,inicio_campaña,fin_campaña,costo_planeado,kpi_planeado,serving,inversión_plataforma,inversión_total,inversión_AdOps,Operativo_AdOps,Serving_AdOps,costo_operativo,inicio_reporte,fin_reporte,inicio_campaña_reporte,fin_campaña_reporte,divisa,dinero_gastado,impresiones,clics,conversiones,revenue,llave_analytics,conversiones_directas,conversiones_asistidas,revenue_directo,revenue_asistido,total_conversiones,total_revenue,ultima_actualizacion
odcam-cr,precioslocos,2001_odcam-cr_precioslocos_pi_pfm_sem,2001_odcam-cr_precioslocos_pi_pfm_sem_V3,V3,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,precioslocos,Google Search,2020-01-09 0:00:00,2020-01-12 0:00:00,2020-01-09 0:00:00,2020-01-12 0:00:00,0.7,347,0,242.88,242.88,242.88,242.88,0,0.7,2020-01-01 0:00:00,2020-01-31 0:00:00,2020-01-09 0:00:00,2020-01-12 0:00:00,USD,231.95,3966,283,0,0,2001_odcam-cr_precioslocos_pi_pfm_sem_2020-01-01,0,0,0,0,0,0,2020-04-30 10:13:12
odcam-cr,precioslocos,2001_odcam-cr_precioslocos_pi_pfm_sem,2001_odcam-cr_precioslocos_pi_pfm_sem_V3,V3,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,precioslocos,Google Search,2020-01-09 0:00:00,2020-01-12 0:00:00,2020-01-09 0:00:00,2020-01-12 0:00:00,0,0,0,0,0,0,0,0,0,2020-01-01 0:00:00,2020-01-31 0:00:00,2020-01-09 0:00:00,2020-01-12 0:00:00,USD,231.95,3966,283,0,0,2001_odcam-cr_precioslocos_pi_pfm_sem_2020-01-01,0,0,0,0,0,0,2020-04-30 10:13:12
odcam-gt,4x40,2001_odcam-gt_4x40_pi_pfm_fb,2001_odcam-gt_4x40_pi_pfm_fb_V2,V2,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,4x40,Facebook,2020-01-09 0:00:00,2020-01-12 0:00:00,2020-01-09 0:00:00,2020-01-12 0:00:00,0.23,2879,0,647.68,647.68,647.68,647.68,0,0.23,2020-01-01 0:00:00,2020-01-31 0:00:00,2020-01-09 0:00:00,2020-01-12 0:00:00,MXN,12200,1674646,11632,0,0,2001_odcam-gt_4x40_pi_pfm_fb_2020-01-01,0,0,0,0,0,0,2020-04-30 10:13:12
odcam-gt,4x40,2001_odcam-gt_4x40_pi_pfm_sem,2001_odcam-gt_4x40_pi_pfm_sem_V2,V2,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,4x40,Google Search,2020-01-09 0:00:00,2020-01-12 0:00:00,2020-01-09 0:00:00,2020-01-12 0:00:00,0.7,231,0,161.92,161.92,161.92,161.92,0,0.7,2020-01-01 0:00:00,2020-01-31 0:00:00,2020-01-09 0:00:00,2020-01-12 0:00:00,USD,151.95,6063,1552,0,0,2001_odcam-gt_4x40_pi_pfm_sem_2020-01-01,0,0,0,0,0,0,2020-04-30 10:13:12
odcam-gt,4x40,2001_odcam-gt_4x40_pi_pfm_sem,2001_odcam-gt_4x40_pi_pfm_sem_V2,V2,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,4x40,Google Search,2020-01-09 0:00:00,2020-01-12 0:00:00,2020-01-09 0:00:00,2020-01-12 0:00:00,0,0,0,0,0,0,0,0,0,2020-01-01 0:00:00,2020-01-31 0:00:00,2020-01-09 0:00:00,2020-01-12 0:00:00,USD,151.95,6063,1552,0,0,2001_odcam-gt_4x40_pi_pfm_sem_2020-01-01,0,0,0,0,0,0,2020-04-30 10:13:12
odcam-gt,4x40,2002_odcam-gt_4x40_pi_pfm_fb,2002_odcam-gt_4x40_pi_pfm_fb_V1,V1,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,4x40,Facebook,2020-02-06 0:00:00,2020-02-09 0:00:00,2020-02-06 0:00:00,2020-02-09 0:00:00,0.23,1439,0,323.84,323.84,323.84,323.84,0,0.23,2020-02-01 0:00:00,2020-02-29 0:00:00,2020-02-06 0:00:00,2020-02-09 0:00:00,MXN,5550,781157,6832,0,0,2002_odcam-gt_4x40_pi_pfm_fb_2020-02-01,0,0,0,0,0,0,2020-04-30 10:13:12
odcam-gt,4x40,2002_odcam-gt_4x40_pi_pfm_sem,2002_odcam-gt_4x40_pi_pfm_sem_V1,V1,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,4x40,Google Search,2020-02-06 0:00:00,2020-02-09 0:00:00,2020-02-06 0:00:00,2020-02-09 0:00:00,0.7,116,0,80.96,80.96,80.96,80.96,0,0.7,2020-02-01 0:00:00,2020-02-29 0:00:00,2020-02-06 0:00:00,2020-02-09 0:00:00,USD,68.01,3531,1109,0,0,2002_odcam-gt_4x40_pi_pfm_sem_2020-02-01,0,0,0,0,0,0,2020-04-30 10:13:12
odcam-gt,4x40,2002_odcam-gt_4x40_pi_pfm_sem,2002_odcam-gt_4x40_pi_pfm_sem_V1,V1,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,4x40,Google Search,2020-02-06 0:00:00,2020-02-09 0:00:00,2020-02-06 0:00:00,2020-02-09 0:00:00,0,0,0,0,0,0,0,0,0,2020-02-01 0:00:00,2020-02-29 0:00:00,2020-02-06 0:00:00,2020-02-09 0:00:00,USD,68.01,3531,1109,0,0,2002_odcam-gt_4x40_pi_pfm_sem_2020-02-01,0,0,0,0,0,0,2020-04-30 10:13:12
odcam-gt,50%,2001_odcam-gt_50%_pi_pfm_fb,2001_odcam-gt_50%_pi_pfm_fb_V2,V2,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,50%,Facebook,2020-01-16 0:00:00,2020-01-19 0:00:00,2020-01-16 0:00:00,2020-01-19 0:00:00,0.23,2879,0,647.68,647.68,647.68,647.68,0,0.23,2020-01-01 0:00:00,2020-01-31 0:00:00,2020-01-16 0:00:00,2020-01-19 0:00:00,MXN,11800.48,1458263,11798,0,0,2001_odcam-gt_50%_pi_pfm_fb_2020-01-01,0,0,0,0,0,0,2020-04-30 10:13:12
odcam-gt,50%,2001_odcam-gt_50%_pi_pfm_sem,2001_odcam-gt_50%_pi_pfm_sem_V2,V2,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,50%,Google Search,2020-01-16 0:00:00,2020-01-19 0:00:00,2020-01-16 0:00:00,2020-01-19 0:00:00,0.7,231,0,161.92,161.92,161.92,161.92,0,0.7,2020-01-01 0:00:00,2020-01-31 0:00:00,2020-01-16 0:00:00,2020-01-19 0:00:00,USD,125.17,5656,1212,0,0,2001_odcam-gt_50%_pi_pfm_sem_2020-01-01,0,0,0,0,0,0,2020-04-30 10:13:12
odcam-gt,50%,2001_odcam-gt_50%_pi_pfm_sem,2001_odcam-gt_50%_pi_pfm_sem_V2,V2,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,50%,Google Search,2020-01-16 0:00:00,2020-01-19 0:00:00,2020-01-16 0:00:00,2020-01-19 0:00:00,0,0,0,0,0,0,0,0,0,2020-01-01 0:00:00,2020-01-31 0:00:00,2020-01-16 0:00:00,2020-01-19 0:00:00,USD,125.17,5656,1212,0,0,2001_odcam-gt_50%_pi_pfm_sem_2020-01-01,0,0,0,0,0,0,2020-04-30 10:13:12
odcam-gt,dell,2003_odcam-gt_dell_pi_pfm_fb,2003_odcam-gt_dell_pi_pfm_fb_V1,V1,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,dell,Facebook,2020-03-11 0:00:00,2020-03-12 0:00:00,2020-03-12 0:00:00,2020-03-31 0:00:00,0.23,4318,0,971.52,971.52,971.52,971.52,0,0.23,2020-03-01 0:00:00,2020-03-31 0:00:00,2020-03-12 0:00:00,2020-03-31 0:00:00,MXN,8811.31,402506,2511,0,0,2003_odcam-gt_dell_pi_pfm_fb_2020-03-01,0,0,0,0,0,0,2020-04-30 10:13:12
odcam-gt,dell,2003_odcam-gt_dell_pi_pfm_sem,2003_odcam-gt_dell_pi_pfm_sem_V1,V1,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,dell,Google Search,2020-03-11 0:00:00,2020-03-12 0:00:00,2020-03-12 0:00:00,2020-03-12 0:00:00,0.7,347,0,242.88,242.88,242.88,242.88,0,0.7,2020-03-01 0:00:00,2020-03-31 0:00:00,2020-03-12 0:00:00,2020-03-12 0:00:00,USD,216.31,4554,506,0,0,2003_odcam-gt_dell_pi_pfm_sem_2020-03-01,0,0,0,0,0,0,2020-04-30 10:13:12
odcam-gt,dell,2003_odcam-gt_dell_pi_pfm_sem,2003_odcam-gt_dell_pi_pfm_sem_V1,V1,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,dell,Google Search,2020-03-11 0:00:00,2020-03-12 0:00:00,2020-03-12 0:00:00,2020-03-12 0:00:00,0,0,0,0,0,0,0,0,0,2020-03-01 0:00:00,2020-03-31 0:00:00,2020-03-12 0:00:00,2020-03-12 0:00:00,USD,216.31,4554,506,0,0,2003_odcam-gt_dell_pi_pfm_sem_2020-03-01,0,0,0,0,0,0,2020-04-30 10:13:12
odcam-gt,encasa,2003_odcam-gt_encasa_pi_pfm_fb,2003_odcam-gt_encasa_pi_pfm_fb_V1,V1,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,encasa,Facebook,2020-03-21 0:00:00,2020-03-31 0:00:00,2020-03-23 0:00:00,2020-03-31 0:00:00,0.23,720,0,161.92,161.92,161.92,161.92,0,0.23,2020-03-01 0:00:00,2020-03-31 0:00:00,2020-03-23 0:00:00,2020-03-31 0:00:00,MXN,3500,577555,6456,0,0,2003_odcam-gt_encasa_pi_pfm_fb_2020-03-01,0,0,0,0,0,0,2020-04-30 10:13:12
odcam-gt,encasa,2003_odcam-gt_encasa_pi_pfm_sem,2003_odcam-gt_encasa_pi_pfm_sem_V1,V1,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,encasa,Google Search,2020-03-21 0:00:00,2020-03-31 0:00:00,2020-03-23 0:00:00,2020-03-31 0:00:00,0.7,58,0,40.48,40.48,40.48,40.48,0,0.7,2020-03-01 0:00:00,2020-03-31 0:00:00,2020-03-23 0:00:00,2020-03-31 0:00:00,USD,32.23,5343,2046,0,0,2003_odcam-gt_encasa_pi_pfm_sem_2020-03-01,0,0,0,0,0,0,2020-04-30 10:13:12
odcam-gt,encasa,2003_odcam-gt_encasa_pi_pfm_sem,2003_odcam-gt_encasa_pi_pfm_sem_V1,V1,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,encasa,Google Search,2020-03-21 0:00:00,2020-03-31 0:00:00,2020-03-23 0:00:00,2020-03-31 0:00:00,0,0,0,0,0,0,0,0,0,2020-03-01 0:00:00,2020-03-31 0:00:00,2020-03-23 0:00:00,2020-03-31 0:00:00,USD,32.23,5343,2046,0,0,2003_odcam-gt_encasa_pi_pfm_sem_2020-03-01,0,0,0,0,0,0,2020-04-30 10:13:12
odcam-gt,homeoffice,2003_odcam-gt_homeoffice_pi_pfm_fb,2003_odcam-gt_homeoffice_pi_pfm_fb_V1,V1,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,homeoffice,Facebook,2020-03-20 0:00:00,2020-03-31 0:00:00,2020-03-20 0:00:00,2020-03-31 0:00:00,0.23,2303,0,518.14,518.14,518.14,518.14,0,0.23,2020-03-01 0:00:00,2020-03-31 0:00:00,2020-03-20 0:00:00,2020-03-31 0:00:00,MXN,12000,1507291,51250,0,0,2003_odcam-gt_homeoffice_pi_pfm_fb_2020-03-01,0,0,0,0,0,0,2020-04-30 10:13:12
odcam-gt,homeoffice,2003_odcam-gt_homeoffice_pi_pfm_sem,2003_odcam-gt_homeoffice_pi_pfm_sem_V1,V1,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,homeoffice,Google Search,2020-03-20 0:00:00,2020-03-31 0:00:00,2020-03-20 0:00:00,2020-03-31 0:00:00,0.7,185,0,129.54,129.54,129.54,129.54,0,0.7,2020-03-01 0:00:00,2020-03-31 0:00:00,2020-03-20 0:00:00,2020-03-31 0:00:00,USD,111.23,22054,2554,0,0,2003_odcam-gt_homeoffice_pi_pfm_sem_2020-03-01,0,0,0,0,0,0,2020-04-30 10:13:12
odcam-gt,homeoffice,2003_odcam-gt_homeoffice_pi_pfm_sem,2003_odcam-gt_homeoffice_pi_pfm_sem_V1,V1,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,homeoffice,Google Search,2020-03-20 0:00:00,2020-03-31 0:00:00,2020-03-20 0:00:00,2020-03-31 0:00:00,0,0,0,0,0,0,0,0,0,2020-03-01 0:00:00,2020-03-31 0:00:00,2020-03-20 0:00:00,2020-03-31 0:00:00,USD,111.23,22054,2554,0,0,2003_odcam-gt_homeoffice_pi_pfm_sem_2020-03-01,0,0,0,0,0,0,2020-04-30 10:13:12
odcam-gt,hp,2003_odcam-gt_hp_pi_pfm_fb,2003_odcam-gt_hp_pi_pfm_fb_V1,V1,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,hp,Facebook,2020-03-10 0:00:00,2020-03-12 0:00:00,2020-03-12 0:00:00,2020-03-12 0:00:00,0.23,4318,0,971.52,971.52,971.52,971.52,0,0.23,2020-03-01 0:00:00,2020-03-31 0:00:00,2020-03-12 0:00:00,2020-03-12 0:00:00,MXN,10548.35,522536,2153,0,0,2003_odcam-gt_hp_pi_pfm_fb_2020-03-01,0,0,0,0,0,0,2020-04-30 10:13:12
odcam-gt,hp,2003_odcam-gt_hp_pi_pfm_sem,2003_odcam-gt_hp_pi_pfm_sem_V1,V1,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,hp,Google Search,2020-03-10 0:00:00,2020-03-12 0:00:00,2020-03-12 0:00:00,2020-03-12 0:00:00,0.7,347,0,242.88,242.88,242.88,242.88,0,0.7,2020-03-01 0:00:00,2020-03-31 0:00:00,2020-03-12 0:00:00,2020-03-12 0:00:00,USD,216.44,3788,240,0,0,2003_odcam-gt_hp_pi_pfm_sem_2020-03-01,0,0,0,0,0,0,2020-04-30 10:13:12
odcam-gt,hp,2003_odcam-gt_hp_pi_pfm_sem,2003_odcam-gt_hp_pi_pfm_sem_V1,V1,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,hp,Google Search,2020-03-10 0:00:00,2020-03-12 0:00:00,2020-03-12 0:00:00,2020-03-12 0:00:00,0,0,0,0,0,0,0,0,0,2020-03-01 0:00:00,2020-03-31 0:00:00,2020-03-12 0:00:00,2020-03-12 0:00:00,USD,216.44,3788,240,0,0,2003_odcam-gt_hp_pi_pfm_sem_2020-03-01,0,0,0,0,0,0,2020-04-30 10:13:12
odcam-gt,institucional,2001_odcam-gt_institucional_pi_pfm_fb,2001_odcam-gt_institucional_pi_pfm_fb_V2,V2,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,institucional,Facebook,2020-12-26 0:00:00,2020-01-02 0:00:00,2019-12-26 0:00:00,2020-01-02 0:00:00,0.23,4318,0,971.52,971.52,971.52,971.52,0,0.23,2020-01-01 0:00:00,2020-01-31 0:00:00,2020-01-01 0:00:00,2020-01-02 0:00:00,MXN,2770.33,643801,3941,0,0,2001_odcam-gt_institucional_pi_pfm_fb_2020-01-01,0,0,0,0,0,0,2020-04-30 10:13:12
odcam-gt,institucionalhp,2001_odcam-gt_institucionalhp_pi_pfm_fb,2001_odcam-gt_institucionalhp_pi_pfm_fb_V1,V1,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,institucionalhp,Facebook,2020-01-21 0:00:00,2020-01-31 0:00:00,2020-01-22 0:00:00,2020-01-31 0:00:00,0.23,2303,0,518.14,518.14,518.14,518.14,0,0.23,2020-01-01 0:00:00,2020-01-31 0:00:00,2020-01-22 0:00:00,2020-01-31 0:00:00,MXN,9300,788543,12155,0,0,2001_odcam-gt_institucionalhp_pi_pfm_fb_2020-01-01,0,0,0,0,0,0,2020-04-30 10:13:12
odcam-gt,institucionalhp,2001_odcam-gt_institucionalhp_pi_pfm_sem,2001_odcam-gt_institucionalhp_pi_pfm_sem_V1,V1,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,institucionalhp,Google Search,2020-01-21 0:00:00,2020-01-31 0:00:00,2020-01-22 0:00:00,2020-01-31 0:00:00,0.7,185,0,129.54,129.54,129.54,129.54,0,0.7,2020-01-01 0:00:00,2020-01-31 0:00:00,2020-01-22 0:00:00,2020-01-31 0:00:00,USD,122.07,4466,288,0,0,2001_odcam-gt_institucionalhp_pi_pfm_sem_2020-01-01,0,0,0,0,0,0,2020-04-30 10:13:12
odcam-gt,institucionalhp,2001_odcam-gt_institucionalhp_pi_pfm_sem,2001_odcam-gt_institucionalhp_pi_pfm_sem_V1,V1,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,institucionalhp,Google Search,2020-01-21 0:00:00,2020-01-31 0:00:00,2020-01-22 0:00:00,2020-01-31 0:00:00,0,0,0,0,0,0,0,0,0,2020-01-01 0:00:00,2020-01-31 0:00:00,2020-01-22 0:00:00,2020-01-31 0:00:00,USD,122.07,4466,288,0,0,2001_odcam-gt_institucionalhp_pi_pfm_sem_2020-01-01,0,0,0,0,0,0,2020-04-30 10:13:12
odcam-gt,onlinehp,2002_odcam-gt_onlinehp_pi_pfm_fb,2002_odcam-gt_onlinehp_pi_pfm_fb_V2,V2,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,onlinehp,Facebook,2020-02-14 0:00:00,2020-02-23 0:00:00,2020-02-14 0:00:00,2020-02-23 0:00:00,0.23,8636,0,1943.04,1943.04,1943.04,1943.04,0,0.23,2020-02-01 0:00:00,2020-02-29 0:00:00,2020-02-14 0:00:00,2020-02-23 0:00:00,MXN,33700,3490035,33892,0,0,2002_odcam-gt_onlinehp_pi_pfm_fb_2020-02-01,0,0,0,0,0,0,2020-04-30 10:13:12
odcam-gt,onlinehp,2002_odcam-gt_onlinehp_pi_pfm_sem,2002_odcam-gt_onlinehp_pi_pfm_sem_V2,V2,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,onlinehp,Google Search,2020-02-14 0:00:00,2020-02-23 0:00:00,2020-02-14 0:00:00,2020-02-23 0:00:00,0.7,694,0,485.76,485.76,485.76,485.76,0,0.7,2020-02-01 0:00:00,2020-02-29 0:00:00,2020-02-14 0:00:00,2020-02-23 0:00:00,USD,328.56,13210,453,0,0,2002_odcam-gt_onlinehp_pi_pfm_sem_2020-02-01,0,0,0,0,0,0,2020-04-30 10:13:12
odcam-gt,onlinehp,2002_odcam-gt_onlinehp_pi_pfm_sem,2002_odcam-gt_onlinehp_pi_pfm_sem_V2,V2,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,onlinehp,Google Search,2020-02-14 0:00:00,2020-02-23 0:00:00,2020-02-14 0:00:00,2020-02-23 0:00:00,0,0,0,0,0,0,0,0,0,2020-02-01 0:00:00,2020-02-29 0:00:00,2020-02-14 0:00:00,2020-02-23 0:00:00,USD,328.56,13210,453,0,0,2002_odcam-gt_onlinehp_pi_pfm_sem_2020-02-01,0,0,0,0,0,0,2020-04-30 10:13:12
odcam-gt,precioslocos,2001_odcam-gt_precioslocos_pi_pfm_fb,2001_odcam-gt_precioslocos_pi_pfm_fb_V3,V3,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,precioslocos,Facebook,2020-01-03 0:00:00,2020-01-06 0:00:00,2020-01-03 0:00:00,2020-01-06 0:00:00,0.23,4318,0,971.52,971.52,971.52,971.52,0,0.23,2020-01-01 0:00:00,2020-01-31 0:00:00,2020-01-03 0:00:00,2020-01-06 0:00:00,MXN,18450,2930081,21820,0,0,2001_odcam-gt_precioslocos_pi_pfm_fb_2020-01-01,0,0,0,0,0,0,2020-04-30 10:13:12
odcam-gt,precioslocos,2001_odcam-gt_precioslocos_pi_pfm_sem,2001_odcam-gt_precioslocos_pi_pfm_sem_V3,V3,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,precioslocos,Google Search,2020-01-03 0:00:00,2020-01-06 0:00:00,2020-01-03 0:00:00,2020-01-06 0:00:00,0.7,347,0,242.88,242.88,242.88,242.88,0,0.7,2020-01-01 0:00:00,2020-01-31 0:00:00,2020-01-03 0:00:00,2020-01-06 0:00:00,USD,184.7,11047,2174,0,0,2001_odcam-gt_precioslocos_pi_pfm_sem_2020-01-01,0,0,0,0,0,0,2020-04-30 10:13:12
odcam-gt,precioslocos,2001_odcam-gt_precioslocos_pi_pfm_sem,2001_odcam-gt_precioslocos_pi_pfm_sem_V3,V3,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,precioslocos,Google Search,2020-01-03 0:00:00,2020-01-06 0:00:00,2020-01-03 0:00:00,2020-01-06 0:00:00,0,0,0,0,0,0,0,0,0,2020-01-01 0:00:00,2020-01-31 0:00:00,2020-01-03 0:00:00,2020-01-06 0:00:00,USD,184.7,11047,2174,0,0,2001_odcam-gt_precioslocos_pi_pfm_sem_2020-01-01,0,0,0,0,0,0,2020-04-30 10:13:12
odcam-hn,4x40,2001_odcam-hn_4x40_pi_pfm_fb,2001_odcam-hn_4x40_pi_pfm_fb_V2,V2,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,4x40,Facebook,2020-01-16 0:00:00,2020-01-19 0:00:00,2020-01-16 0:00:00,2020-01-19 0:00:00,0.23,2303,0,518.14,518.14,518.14,518.14,0,0.23,2020-01-01 0:00:00,2020-01-31 0:00:00,2020-01-16 0:00:00,2020-01-19 0:00:00,MXN,9239.63,1346628,8977,0,0,2001_odcam-hn_4x40_pi_pfm_fb_2020-01-01,0,0,0,0,0,0,2020-04-30 10:13:12
odcam-hn,4x40,2001_odcam-hn_4x40_pi_pfm_sem,2001_odcam-hn_4x40_pi_pfm_sem_V2,V2,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,4x40,Google Search,2020-01-16 0:00:00,2020-01-19 0:00:00,2020-01-16 0:00:00,2020-01-19 0:00:00,0.7,185,0,129.54,129.54,129.54,129.54,0,0.7,2020-01-01 0:00:00,2020-01-31 0:00:00,2020-01-16 0:00:00,2020-01-19 0:00:00,USD,95.88,3119,567,0,0,2001_odcam-hn_4x40_pi_pfm_sem_2020-01-01,0,0,0,0,0,0,2020-04-30 10:13:12
odcam-hn,4x40,2001_odcam-hn_4x40_pi_pfm_sem,2001_odcam-hn_4x40_pi_pfm_sem_V2,V2,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,4x40,Google Search,2020-01-16 0:00:00,2020-01-19 0:00:00,2020-01-16 0:00:00,2020-01-19 0:00:00,0,0,0,0,0,0,0,0,0,2020-01-01 0:00:00,2020-01-31 0:00:00,2020-01-16 0:00:00,2020-01-19 0:00:00,USD,95.88,3119,567,0,0,2001_odcam-hn_4x40_pi_pfm_sem_2020-01-01,0,0,0,0,0,0,2020-04-30 10:13:12
odcam-hn,4x40,2002_odcam-hn_4x40_pi_pfm_fb,2002_odcam-hn_4x40_pi_pfm_fb_V1,V1,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,4x40,Facebook,2020-02-06 0:00:00,2020-02-09 0:00:00,2020-02-06 0:00:00,2020-02-09 0:00:00,0.23,864,0,194.3,194.3,194.3,194.3,0,0.23,2020-02-01 0:00:00,2020-02-29 0:00:00,2020-02-06 0:00:00,2020-02-09 0:00:00,MXN,3340,608837,4467,0,0,2002_odcam-hn_4x40_pi_pfm_fb_2020-02-01,0,0,0,0,0,0,2020-04-30 10:13:12
odcam-hn,4x40,2002_odcam-hn_4x40_pi_pfm_sem,2002_odcam-hn_4x40_pi_pfm_sem_V1,V1,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,4x40,Google Search,2020-02-06 0:00:00,2020-02-09 0:00:00,2020-02-06 0:00:00,2020-02-09 0:00:00,0.7,69,0,48.58,48.58,48.58,48.58,0,0.7,2020-02-01 0:00:00,2020-02-29 0:00:00,2020-02-06 0:00:00,2020-02-09 0:00:00,USD,36.22,2085,394,0,0,2002_odcam-hn_4x40_pi_pfm_sem_2020-02-01,0,0,0,0,0,0,2020-04-30 10:13:12
odcam-hn,4x40,2002_odcam-hn_4x40_pi_pfm_sem,2002_odcam-hn_4x40_pi_pfm_sem_V1,V1,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2002,Febrero,4x40,Google Search,2020-02-06 0:00:00,2020-02-09 0:00:00,2020-02-06 0:00:00,2020-02-09 0:00:00,0,0,0,0,0,0,0,0,0,2020-02-01 0:00:00,2020-02-29 0:00:00,2020-02-06 0:00:00,2020-02-09 0:00:00,USD,36.22,2085,394,0,0,2002_odcam-hn_4x40_pi_pfm_sem_2020-02-01,0,0,0,0,0,0,2020-04-30 10:13:12
odcam-hn,50%,2001_odcam-hn_50%_pi_pfm_fb,2001_odcam-hn_50%_pi_pfm_fb_V2,V2,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,50%,Facebook,2020-01-23 0:00:00,2020-01-26 0:00:00,2020-01-22 0:00:00,2020-01-26 0:00:00,0.23,2303,0,518.14,518.14,518.14,518.14,0,0.23,2020-01-01 0:00:00,2020-01-31 0:00:00,2020-01-22 0:00:00,2020-01-26 0:00:00,MXN,8577.64,1098880,7197,0,0,2001_odcam-hn_50%_pi_pfm_fb_2020-01-01,0,0,0,0,0,0,2020-04-30 10:13:12
odcam-hn,50%,2001_odcam-hn_50%_pi_pfm_sem,2001_odcam-hn_50%_pi_pfm_sem_V2,V2,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,50%,Google Search,2020-01-23 0:00:00,2020-01-26 0:00:00,2020-01-21 0:00:00,2020-01-31 0:00:00,0.7,185,0,129.54,129.54,129.54,129.54,0,0.7,2020-01-01 0:00:00,2020-01-31 0:00:00,2020-01-21 0:00:00,2020-01-31 0:00:00,USD,79.91,2129,242,0,0,2001_odcam-hn_50%_pi_pfm_sem_2020-01-01,0,0,0,0,0,0,2020-04-30 10:13:12
odcam-hn,50%,2001_odcam-hn_50%_pi_pfm_sem,2001_odcam-hn_50%_pi_pfm_sem_V2,V2,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2001,Enero,50%,Google Search,2020-01-23 0:00:00,2020-01-26 0:00:00,2020-01-21 0:00:00,2020-01-31 0:00:00,0,0,0,0,0,0,0,0,0,2020-01-01 0:00:00,2020-01-31 0:00:00,2020-01-21 0:00:00,2020-01-31 0:00:00,USD,79.91,2129,242,0,0,2001_odcam-hn_50%_pi_pfm_sem_2020-01-01,0,0,0,0,0,0,2020-04-30 10:13:12
odcam-hn,dell,2003_odcam-hn_dell_pi_pfm_fb,2003_odcam-hn_dell_pi_pfm_fb_V1,V1,pi,pfm,"información correcta, que tenemos en el mp y en las plataformas",2003,Marzo,dell,Facebook,2020-03-11 0:00:00,2020-03-12 0:00:00,2020-03-12 0:00:00,2020-03-12 0:00:00,0.23,2015,0,453.38,453.38,453.38,453.38,0,0.23,2020-03-01 0:00:00,2020-03-31 0:00:00,2020-03-12 0:00:00,2020-03-12 0:00:00,MXN,3500.87,254828,1293,0,0,2003_odcam-hn_dell_pi_pfm_fb_2020-03-01,0,0,0,0,0,0,2020-04-30 10:13:12
